?matrix_file	?character_number	?character_text	?state_symbol	?state_text	?entity_id	?entity_name	?quality_id	?quality_name	?related_entity_id	?related_entity_name	?attributes
Martinez_2011.xml	136	Metatarsal 4, distal end (and phalanx IV-1, base), proportions	0	broader than deep or subequal	http://purl.org/phenoscape/uuid/70b95879-9391-4f88-b934-954f95eadf80	[width and (inheres_in some (distal region and (part_of some metatarsal bone of digit 4)))]	http://purl.obolibrary.org/obo/PATO_0000586	increased size	http://purl.org/phenoscape/uuid/30ad70ee-8fac-4b2b-83bc-e4e423eaf876	[depth and (inheres_in some (distal region and (part_of some metatarsal bone of digit 4)))]	size
Cavender&Coburn_1992.xml	32	Lateral line	1	lateral line running along lower half of the caudal peduncle	http://purl.obolibrary.org/obo/UBERON_0010202	lateral line	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2000178	caudal peduncle	position
Cannatella_1985.xml	24	CARPAL4 - Carpal bones: Fusion of pre- and postaxial centrale	1	fused	http://purl.org/phenoscape/uuid/9c591319-8d77-4242-b5bb-56122e81ab4f	[d00c4-994a-4a31-9876-cdd802a38752 and (part_of some centrale)]	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.org/phenoscape/uuid/41c9e92f-d6aa-4fb0-a93f-8fca41d92b14	[f689d878-b527-402b-8ac0-67cc9aec6ecc and (part_of some centrale)]	structure
Bockman_1998.xml	238	Túbulos originários dos ramos epifiseanos dos canais sensoriais supra-orbitais	0	não fundidos entre si, cada qual abrindo no seu próprio poro	http://purl.org/phenoscape/uuid/42b87e05-8742-43af-9441-7a43fa8e6426	[sensory canal tubule and (part_of some supraorbital sensory canal)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2001502	epiphyseal bar	position
OConnor_etal.xml	175	Intermembral index = (length of humerus + ulna)/(length of femur + tibiotarsus)	3	greater than 1.1	http://purl.org/phenoscape/uuid/435770aa-8659-405c-b65d-72debfc1df78	[length and (inheres_in some humerus) and (inheres_in some ulna)]	http://purl.obolibrary.org/obo/PATO_0001470	proportionality to	http://purl.org/phenoscape/uuid/4458e4c3-720e-44e2-a9cb-611fb5bd444e	[length and (inheres_in some femur) and (inheres_in some tibiotarsus)]	
Baez_Moura_Gomez_2009.xml	56	Length of scapula, maximum diameter of glenoid fossa relative to the scapular shaft	0	more than one	http://purl.obolibrary.org/obo/UBERON_0006849	scapula	http://purl.obolibrary.org/obo/PATO_0000122	length	http://purl.org/phenoscape/uuid/f9bff0a1-7602-41ac-9658-5a86c782f6ac	[diameter and (inheres_in some glenoid fossa)]	size
Zhu_etal_1999(CloutierAhlberg).xml	125	Pelvis contacting vertebral column	1	yes	http://purl.obolibrary.org/obo/UBERON_0007832	pelvic girdle skeleton	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_0001130	vertebral column	structure
Arratia_1999.xml	2	Parietal bones fused in a median element	0	absent	http://purl.org/phenoscape/uuid/3facd209-ef53-465d-9351-b2ffa53b71de	[actinopterygian parietal bone and (in_right_side_of some multi-cellular organism)]	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.org/phenoscape/uuid/b45646db-7835-4361-af28-fcdb92539367	[actinopterygian parietal bone and (in_left_side_of some multi-cellular organism)]	structure
Albert_2001.xml	230	Hypaxial electric organs length	1	electric organ extending anterior to position of anal pore	http://purl.org/phenoscape/uuid/95b16fd3-96f5-4343-92a7-ef4d6c0ffecf	[anterior margin and (part_of some electric organ)]	http://purl.obolibrary.org/obo/PATO_0001632	anterior to	http://purl.obolibrary.org/obo/UBERON_0000931	proctodeum	position
Chanet_2003.xml	8	Processes between the left frontal and the parasphenoid	0	absent	http://purl.org/phenoscape/uuid/555400a7-d508-40fb-ba8e-b2d7fb4f6f40	[actinopterygian frontal bone and (in_left_side_of some multi-cellular organism)]	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0004745	parasphenoid	structure
Anderson_2007.xml	168	Pelvis	0	fused	http://purl.obolibrary.org/obo/UBERON_0001275	pubis	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0001274	ischium	structure
Buckup_1998.xml	73	Nasal bone	1	nasal bone directly anterior to and contiguous with supraorbital bone	http://purl.obolibrary.org/obo/UBERON_0001681	nasal bone	http://purl.obolibrary.org/obo/PATO_0001632	anterior to	http://purl.obolibrary.org/obo/UBERON_2000691	supraorbital bone	position
Buckup_1998.xml	73	Nasal bone	0	nasal bone directly anterior to frontal bone	http://purl.obolibrary.org/obo/UBERON_0001681	nasal bone	http://purl.obolibrary.org/obo/PATO_0001632	anterior to	http://purl.obolibrary.org/obo/UBERON_0004866	actinopterygian frontal bone	position
Bockman_1998.xml	231	Associação dos canais sensoriais supra-orbitais e infra-orbitais	0	separados	http://purl.obolibrary.org/obo/UBERON_2001810	supraorbital sensory canal	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_2001811	infraorbital sensory canal	structure
Sidlauskas_Vari_2008.xml	12	Overlap of anteroventral process of sphenotic by sixth infraorbital	0	anteroventral portion of sixth infraorbital expanded and overlaps anteroventral process of sphenotic, with anterior margin of sixth infraorbital reaching or surpassing anterior border of ventral process of sphenotic that forms posterodorsal portion of the bony orbit	http://purl.obolibrary.org/obo/UBERON_2000587	sphenotic	http://purl.obolibrary.org/obo/PATO_0001590	overlap with	http://purl.obolibrary.org/obo/UBERON_2001674	infraorbital 6	structure
Grande_Poyato_1999.xml	34	Symplectic and quadrate	0	articulating directly with each other	http://purl.obolibrary.org/obo/UBERON_2000692	symplectic	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_0006597	quadrate bone	structure
Smith_1992.xml	137	Premaxillaries	1	lateral wing slightly longer than dorsal process	http://purl.org/phenoscape/uuid/80d2183d-f7a9-4382-b077-7f4a2b659aae	[anatomical projection and (part_of some (lateral region and (part_of some premaxilla)))]	http://purl.obolibrary.org/obo/PATO_0000573	increased length	http://purl.org/phenoscape/uuid/4c3f355a-d885-4c16-ad21-ebff41558542	[anatomical projection and (part_of some (dorsal region and (part_of some premaxilla)))]	size
Gao_and_Chen_2004.xml	56	Dorsal acetabular expansion of ilium	1	extending to dorsal limit of ischium	http://purl.org/phenoscape/uuid/d13ef8ad-1e44-4ace-82b7-575cdddd3c79	[dorsal region and (part_of some acetabular part of hip bone)]	http://purl.obolibrary.org/obo/PATO_0001708	1-D extent	http://purl.org/phenoscape/uuid/98cf7ead-4c58-4756-a4b4-21c0b697eb0b	[dorsal margin and (part_of some ischium)]	size
Tyler_Santini_2005.xml	42	Baudelot’s ligament, placement of the proximal attachment	1	to the first vertebra	http://purl.org/phenoscape/uuid/464eeb3c-510d-466f-8ff1-916235e0c9c0	[proximal region and (part_of some transcapular ligament)]	http://purl.obolibrary.org/obo/PATO_0001667	attached to	http://purl.obolibrary.org/obo/UBERON_0001092	vertebral bone 1	structure
Ruta_2011.xml	2	Cleithrum anterior margin, in lateral aspect, inclined posteriorly	0	for less	http://purl.org/phenoscape/uuid/8134586e-86f6-463a-94a1-288c6e5f1534	[anterior margin and (part_of some cleithrum)]	http://purl.obolibrary.org/obo/PATO_0002328	decreased angle to	http://purl.obolibrary.org/obo/BSPO_0000019	horizontal plane	position
Hanke_Wilson_2004.xml	53	Pectoral fin spine and scapulocoracoid	0	loosely associated, forms a movable joint	http://purl.obolibrary.org/obo/UBERON_2001787	pectoral fin spine	http://purl.obolibrary.org/obo/PATO_0002278	articulated with	http://purl.obolibrary.org/obo/UBERON_0004753	scapulocoracoid	structure
Sawada_1982.xml	13	Connection between pterosphenoid and pterotic	0	absent	http://purl.obolibrary.org/obo/UBERON_2000419	pterosphenoid	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_2000576	pterotic	structure
Hanke_Wilson_2004.xml	53	Pectoral fin spine and scapulocoracoid	1	firmly fixed to the scapulocoracoid, fin spine held erect	http://purl.obolibrary.org/obo/UBERON_2001787	pectoral fin spine	http://purl.obolibrary.org/obo/PATO_0002279	tightly articulated with	http://purl.obolibrary.org/obo/UBERON_0004753	scapulocoracoid	structure
Toledo-Piza_2007.xml	48	Relative length of ectopterygoid	1	ectopterygoid extending beyond anterior margin of palatine	http://purl.obolibrary.org/obo/UBERON_0011634	ectopterygoid bone	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2000620	autopalatine	position
Toledo-Piza_2007.xml	48	Relative length of ectopterygoid	0	ectopterygoid not extending beyond anteriormost margin of palatine	http://purl.obolibrary.org/obo/UBERON_0011634	ectopterygoid bone	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2000620	autopalatine	position
Nesbitt_2011.xml	396	Metatarsal V, dorsal prominence separated from the proximal surface by a concave gap:	1	present	http://purl.org/phenoscape/uuid/0998b01c-8d2c-4b6f-ac8a-4cdf08c0f7b5	[anatomical projection and (part_of some metatarsal bone of digit 5)]	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.org/phenoscape/uuid/14ec47af-033b-43af-b1e8-5a0a8748b116	[proximal surface and (part_of some metatarsal bone of digit 5)]	structure
Ruta_2011.xml	31	Scapulocoracoid	0	mostly concealed by cleithrum in lateral view	http://purl.obolibrary.org/obo/UBERON_0004753	scapulocoracoid	http://purl.obolibrary.org/obo/PATO_0002516	concealed by	http://purl.obolibrary.org/obo/UBERON_0004741	cleithrum	position
DiDario_2004.xml	31	Canal extra-escapular fusionado no parietal	0	formando um tubo	http://purl.obolibrary.org/obo/UBERON_2000663	extrascapula	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0004865	actinopterygian parietal bone	structure
Ruta_2003.xml	240	HUM 4 - Latissimus dorsi process	0	confluent with deltopectoral crest	http://purl.obolibrary.org/obo/UBERON_4200100	latissimus dorsi process	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_0002498	deltopectoral crest	structure
OLeary_et_al_2013.xml	3619	Metatarsals, Metatarsal III, fusion to any part metatarsal IV	1	fusion present	http://purl.obolibrary.org/obo/UBERON_0003652	metatarsal bone of digit 3	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0003653	metatarsal bone of digit 4	structure
Fink_Fink_1981+1996.xml	38	Maxilla	1	maxilla articulates directly against the anterolateral face of the ethmoid	http://purl.obolibrary.org/obo/UBERON_0002397	maxilla	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_0011238	mesethmoid bone	structure
DiDario_2004.xml	31	Canal extra-escapular fusionado no parietal	1	formando uma canaleta	http://purl.obolibrary.org/obo/UBERON_2000663	extrascapula	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0004865	actinopterygian parietal bone	structure
Albert_2001.xml	151	Ascending ramus of sixth epibranchial	1	ascending ramus of sixth epibranchial elongate, contacting fifth epibranchial	http://purl.obolibrary.org/obo/UBERON_2001823	epibranchial 4 bone uncinate process	http://purl.obolibrary.org/obo/PATO_0001961	in contact with	http://purl.obolibrary.org/obo/UBERON_2001247	epibranchial 3 bone	structure
Sidlauskas_Vari_2008.xml	9	Relative height of fourth and fifth infraorbitals	0	vertical extent of fourth and fifth infraorbitals approximately equal or fifth infraorbital longer along vertical axis than fourth	http://purl.obolibrary.org/obo/UBERON_2001409	infraorbital 4	http://purl.obolibrary.org/obo/PATO_0000119	height	http://purl.obolibrary.org/obo/UBERON_2000495	infraorbital 5	size
OLeary_et_al_2013.xml	3619	Metatarsals, Metatarsal III, fusion to any part metatarsal IV	0	fusion absent	http://purl.obolibrary.org/obo/UBERON_0003652	metatarsal bone of digit 3	http://purl.obolibrary.org/obo/PATO_0000651	unfused from	http://purl.obolibrary.org/obo/UBERON_0003653	metatarsal bone of digit 4	structure
Poyato_Ariza_1996.xml	66	Hypural 5 (and hypural 6, if present) and second ural centrum	0	separated	http://purl.obolibrary.org/obo/UBERON_2002056	hypural 6	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_2001581	ural centrum 2	structure
OConnor_etal.xml	104	Furcula interclavicular angle	1	less than 70?	http://purl.org/phenoscape/uuid/29a3374f-63fa-4420-b7f6-cc90c214e62b	[angle and (inheres_in some interclavicle)]	http://purl.obolibrary.org/obo/PATO_0001051	acute angle to	http://purl.obolibrary.org/obo/UBERON_0007841	furcula	position
Toledo-Piza_2000.xml	16	Lateral ethmoid-orbitosphenoid contact	0	absent	http://purl.obolibrary.org/obo/UBERON_2000226	lateral ethmoid bone	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.obolibrary.org/obo/UBERON_0002478	orbitosphenoid	structure
Vallin_Laurin_2004.xml	142	Internal trochanter	1	present, separated from proximal articular surface by finished (periosteal) bone	http://purl.obolibrary.org/obo/UBERON_4200036	internal trochanter	http://purl.obolibrary.org/obo/PATO_0001505	separated from	http://purl.org/phenoscape/uuid/cdbff5b8-5f15-4c4f-b194-e382de955269	[articular surface and (part_of some proximal epiphysis of humerus)]	structure
Bockman_1998.xml	254	Comprimento do barbilhão maxilar	0	curto, até a origem da nadadeira peitoral	http://purl.obolibrary.org/obo/UBERON_2001938	maxillary barbel	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_0000151	pectoral fin	position
Bockman_1998.xml	254	Comprimento do barbilhão maxilar	1	muito curto, não atingindo a origem da nadadeira peitoral	http://purl.obolibrary.org/obo/UBERON_2001938	maxillary barbel	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_0000151	pectoral fin	position
Wilson_Marss_2004.xml	46	Caudal fin web	0	supported by many, slender, ray-like scale rows	http://purl.org/phenoscape/uuid/065be9b7-89dc-4831-be4a-973a145caa0a	[fin web and (part_of some caudal fin)]	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_4300006	scale row	structure
DiDario_1999.xml	4	Ângulo entre o ramo horizontal e vertical do ectopterigóide	1	próximo ou igual a 90º	http://purl.org/phenoscape/uuid/581da4e6-07fa-4494-949c-7c064e9d567b	[anterior region and (part_of some ectopterygoid bone)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.org/phenoscape/uuid/959db6c1-cf1a-4716-a68d-66766b7a1b90	[posterior region and (part_of some ectopterygoid bone)]	position
Mayden_1989.xml	188	Preorbital tubercles	a	distributed over entire lacrymal area	http://purl.org/phenoscape/uuid/539aab17-d48b-4918-952c-1eaa9d46d7a1	[anatomical projection and (part_of some dermal scale)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.obolibrary.org/obo/UBERON_2000223	infraorbital 1	position
Anderson_etal_ 2008.xml	208	pelvis	1	sutured	http://purl.obolibrary.org/obo/UBERON_0001273	ilium	http://purl.obolibrary.org/obo/PATO_0002469	sutured to	http://purl.obolibrary.org/obo/UBERON_0001275	pubis	structure
Anderson_etal_ 2008.xml	208	pelvis	1	sutured	http://purl.obolibrary.org/obo/UBERON_0001273	ilium	http://purl.obolibrary.org/obo/PATO_0002469	sutured to	http://purl.obolibrary.org/obo/UBERON_0001274	ischium	structure
Sidlauskas_Vari_2008.xml	9	Relative height of fourth and fifth infraorbitals	1	fourth infraorbital much longer along vertical axis than fifth infraorbital	http://purl.obolibrary.org/obo/UBERON_2001409	infraorbital 4	http://purl.obolibrary.org/obo/PATO_0000570	increased height	http://purl.obolibrary.org/obo/UBERON_2000495	infraorbital 5	size
Sereno_2009.xml	67	Scapular acromion, angle between posterior margin of acromion and anterodorsal margin of blade	0	40-60∞	http://purl.org/phenoscape/uuid/db23a18b-ef21-4d87-a28a-365df2f10780	[angle and (inheres_in some (posterior margin and (part_of some acromion)))]	http://purl.obolibrary.org/obo/PATO_0001051	acute angle to	http://purl.org/phenoscape/uuid/c55788b2-9f5f-497a-b45a-b5258ba8d70e	[antero-dorsal margin and (part_of some scapular blade)]	position
DiDario_1999.xml	0	Fenda entre a maxila e a pré-maxila	2	coberta por uma extensão da maxila	http://purl.org/phenoscape/uuid/41bf4087-ff11-4c0c-beaf-cc8baa79d3c9	[anatomical space and (adjacent to some premaxilla) and (adjacent to some maxilla)]	http://purl.obolibrary.org/obo/PATO_0000140	position	http://purl.org/phenoscape/uuid/231a4171-a1c9-474a-b43b-b7536659e842	[anatomical projection and (part_of some maxilla)]	position
Grande_Poyato_1999.xml	19	Maxillary articular process	1	at least one-third of the total maxillary length	http://purl.org/phenoscape/uuid/394511fc-e259-4c90-81bf-f24ffbc8a336	[anatomical projection and (part_of some maxilla)]	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_0002397	maxilla	size
Baez_Moura_Gomez_2009.xml	56	Length of scapula, maximum diameter of glenoid fossa relative to the scapular shaft	2	less than one half	http://purl.obolibrary.org/obo/UBERON_0006849	scapula	http://purl.obolibrary.org/obo/PATO_0000122	length	http://purl.org/phenoscape/uuid/6c2c0c50-2419-4d33-b086-8edada7a558d	[diameter and (inheres_in some glenoid fossa)]	size
Baez_Moura_Gomez_2009.xml	56	Length of scapula, maximum diameter of glenoid fossa relative to the scapular shaft	1	between one and one half	http://purl.obolibrary.org/obo/UBERON_0006849	scapula	http://purl.obolibrary.org/obo/PATO_0000122	length	http://purl.org/phenoscape/uuid/a3f5ed6e-b714-457b-b6ad-837c4814c130	[diameter and (inheres_in some glenoid fossa)]	size
Tyler_Santini_2005.xml	42	Baudelot’s ligament, placement of the proximal attachment	2	to the exoccipitals	http://purl.org/phenoscape/uuid/b1d4403c-6d36-4ae6-bfb4-1fa45dabdf40	[proximal region and (part_of some transcapular ligament)]	http://purl.obolibrary.org/obo/PATO_0001667	attached to	http://purl.obolibrary.org/obo/UBERON_0001693	exoccipital bone	structure
Albert_2001.xml	62	Ethmoid cartilage	1	ethmoid cartilage deeper than long; antorbital region of snout about as deep as long	http://purl.org/phenoscape/uuid/3ad71541-878a-4ecf-9234-ff655b76fc14	[antorbital and (part_of some (anatomical region and (part_of some snout)))]	http://purl.obolibrary.org/obo/PATO_0000117	size	http://purl.obolibrary.org/obo/UBERON_0006333	snout	size
Clack_etal_2012.xml	103	Radius and ulna	0	radius much longer than ulna	http://purl.obolibrary.org/obo/UBERON_0001423	radius bone	http://purl.obolibrary.org/obo/PATO_0000573	increased length	http://purl.obolibrary.org/obo/UBERON_0001424	ulna	size
Nesbitt_2011.xml	382	Longest metatarsal:	0	shorter than 50% of tibial length	http://purl.org/phenoscape/uuid/cb8ae60e-b1fa-4d08-a1aa-25d5163785fa	[a5b4325-4506-4787-afd2-2ec1a4efbefb and (inheres_in some metatarsal bone)]	http://purl.obolibrary.org/obo/PATO_0000574	decreased length	http://purl.org/phenoscape/uuid/7e454a22-479f-4de1-adad-e517798140dd	[anatomical surface and (PHENOSCAPE_extends_from some distal epiphysis of tibia) and (PHENOSCAPE_extends_to some (ff06ad9c-ece3-4044-869b-217b20728cf6 and (part_of some tibia)))]	size
Mo_1991_siluroids_Tbl5-8.xml	35	Coronomeckelian bone	1	present, reduced and normally lying on anterornedtal side of the Meckel's cartilage	http://purl.obolibrary.org/obo/UBERON_2001274	coronomeckelian	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0004744	articular/anguloarticular	structure
DiDario_2004.xml	117	Angular e retroarticular	0	não fusionados	http://purl.obolibrary.org/obo/UBERON_0011079	angular bone	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_2000422	retroarticular	structure
Mo_1991_siluroids_Tbl5-8.xml	35	Coronomeckelian bone	0	large, well developed and firmly sutured with the anguloarticulo-retroarticular	http://purl.obolibrary.org/obo/UBERON_2001274	coronomeckelian	http://purl.obolibrary.org/obo/PATO_0000141	structure	http://purl.obolibrary.org/obo/UBERON_0004744	articular/anguloarticular	structure
Daeschler_etal_2006.xml	107	Attachment of scapulocoracoid to cleithrum	2	complete fusion between surfaces of the scapula and cleithrum	http://purl.obolibrary.org/obo/UBERON_0004753	scapulocoracoid	http://purl.obolibrary.org/obo/PATO_0000642	fused with	http://purl.obolibrary.org/obo/UBERON_0004741	cleithrum	structure
