"id","source","characterID","stateID","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt","CharDescrip"
11,"Swartz_2012.xml_006f88b6-b9c4-48ce-b83f-7c677ed527fe.xml","006f88b6-b9c4-48ce-b83f-7c677ed527fe","703d400c-3b19-4112-acb4-6013b2788092","branched","posterior radial","posterior radial","http://purl.obolibrary.org/obo/UBERON:3000952","branched","branched","PATO:0000402","","","","","","","","posterior dorsal fin","dorsal fin","http://purl.obolibrary.org/obo/UBERON:0003097","","Posterior radials in posterior dorsal fin"
12,"Swartz_2012.xml_006f88b6-b9c4-48ce-b83f-7c677ed527fe.xml","006f88b6-b9c4-48ce-b83f-7c677ed527fe","703d400c-3b19-4112-acb4-6013b2788092","branched","posterior dorsal fin","dorsal fin","http://purl.obolibrary.org/obo/UBERON:0003097","branched","branched","PATO:0000402","","","","","","","","posterior dorsal fin","dorsal fin","http://purl.obolibrary.org/obo/UBERON:0003097","","Posterior radials in posterior dorsal fin"
13,"Swartz_2012.xml_006f88b6-b9c4-48ce-b83f-7c677ed527fe.xml","006f88b6-b9c4-48ce-b83f-7c677ed527fe","ecbbb81f-559d-459a-873d-6a207b21340e","not branched","posterior radial","posterior radial","http://purl.obolibrary.org/obo/UBERON:3000952","","","PATO:0000402","not branched","not(branched)","nullbranchiness","nullPATO:0002009","","","","posterior dorsal fin","dorsal fin","http://purl.obolibrary.org/obo/UBERON:0003097","","Posterior radials in posterior dorsal fin"
14,"Swartz_2012.xml_006f88b6-b9c4-48ce-b83f-7c677ed527fe.xml","006f88b6-b9c4-48ce-b83f-7c677ed527fe","ecbbb81f-559d-459a-873d-6a207b21340e","not branched","posterior dorsal fin","dorsal fin","http://purl.obolibrary.org/obo/UBERON:0003097","","","PATO:0000402","not branched","not(branched)","nullbranchiness","nullPATO:0002009","","","","posterior dorsal fin","dorsal fin","http://purl.obolibrary.org/obo/UBERON:0003097","","Posterior radials in posterior dorsal fin"
15,"Swartz_2012.xml_00b96445-0fe9-490b-8f17-3a7a555a4fd7.xml","00b96445-0fe9-490b-8f17-3a7a555a4fd7","032f2b88-04e1-4ed5-8ccb-4962c37ba6d0","no","splenial","splenial","http://purl.obolibrary.org/obo/UBERON:3000573","","","","not contacts","","","","","","","","","","","Coronoid (anterior) contacts splenial"
16,"Swartz_2012.xml_00b96445-0fe9-490b-8f17-3a7a555a4fd7.xml","00b96445-0fe9-490b-8f17-3a7a555a4fd7","6b1c247f-13b2-4427-b1eb-5b80a71f03b3","yes","splenial","splenial","http://purl.obolibrary.org/obo/UBERON:3000573","contacts","","","","","","","","","","","","","","Coronoid (anterior) contacts splenial"
17,"Swartz_2012.xml_0184da9b-9477-4e5b-97b8-527ce9cdbef4.xml","0184da9b-9477-4e5b-97b8-527ce9cdbef4","05edb3f8-a9e5-40f8-bace-1611049f6c63","absent","jugal-quadratojugal","","","absent","absent","PATO:0000462","","","","","","","","","","","","Jugal-quadratojugal contact"
18,"Swartz_2012.xml_0184da9b-9477-4e5b-97b8-527ce9cdbef4.xml","0184da9b-9477-4e5b-97b8-527ce9cdbef4","1700c771-63bd-4591-be3f-ae0c5a694a2f","present","jugal-quadratojugal","","","present","present","PATO:0000467","","","","","","","","","","","","Jugal-quadratojugal contact"
19,"Swartz_2012.xml_09f6d273-98af-4abf-bc61-295a5ce88266.xml","09f6d273-98af-4abf-bc61-295a5ce88266","22ad773b-31e9-42b2-9b8b-2748fb8783a7","present","parasphenoid","parasphenoid","http://purl.obolibrary.org/obo/UBERON:0004745","present","present","PATO:0000467","","","","","","","","","","","","Parasphenoid, denticulated field"
20,"Swartz_2012.xml_09f6d273-98af-4abf-bc61-295a5ce88266.xml","09f6d273-98af-4abf-bc61-295a5ce88266","22ad773b-31e9-42b2-9b8b-2748fb8783a7","present","field","anlage","http://purl.obolibrary.org/obo/UBERON:0007688","present","present","PATO:0000467","","","","","","","","","","","","Parasphenoid, denticulated field"
21,"Swartz_2012.xml_09f6d273-98af-4abf-bc61-295a5ce88266.xml","09f6d273-98af-4abf-bc61-295a5ce88266","61535f35-ebd5-4652-b46d-443ecd6b2503","absent","parasphenoid","parasphenoid","http://purl.obolibrary.org/obo/UBERON:0004745","absent","absent","PATO:0000462","","","","","","","","","","","","Parasphenoid, denticulated field"
22,"Swartz_2012.xml_09f6d273-98af-4abf-bc61-295a5ce88266.xml","09f6d273-98af-4abf-bc61-295a5ce88266","61535f35-ebd5-4652-b46d-443ecd6b2503","absent","field","anlage","http://purl.obolibrary.org/obo/UBERON:0007688","absent","absent","PATO:0000462","","","","","","","","","","","","Parasphenoid, denticulated field"
23,"Swartz_2012.xml_0c977cd9-6bcf-4cb6-abcc-fbdec7a57b85.xml","0c977cd9-6bcf-4cb6-abcc-fbdec7a57b85","128932f1-d71f-4aeb-b859-bb6a8962d912","present","rib","rib","http://purl.obolibrary.org/obo/UBERON:0002228","present","present","PATO:0000467","","","","","","","","","","","","Imbricate ribs"
24,"Swartz_2012.xml_0c977cd9-6bcf-4cb6-abcc-fbdec7a57b85.xml","0c977cd9-6bcf-4cb6-abcc-fbdec7a57b85","15a07f69-6b73-4fbb-8e9a-a8ea688f07a5","absent","rib","rib","http://purl.obolibrary.org/obo/UBERON:0002228","absent","absent","PATO:0000462","","","","","","","","","","","","Imbricate ribs"
25,"Swartz_2012.xml_0d0da882-9b54-463c-8449-70c7507b5c1b.xml","0d0da882-9b54-463c-8449-70c7507b5c1b","3c7d4f6b-52dd-4829-816d-9a75584e9e1c","absent","blade","","","absent","absent","PATO:0000462","","","","","","","","","","","","Scapular blade"
26,"Swartz_2012.xml_0d0da882-9b54-463c-8449-70c7507b5c1b.xml","0d0da882-9b54-463c-8449-70c7507b5c1b","491e8aca-7a99-4c17-97e6-74c03d201ced","small with narrow top","top","","","narrow","decreased width","PATO:0000599","","","","","","","","","","","","Scapular blade"
27,"Swartz_2012.xml_0d0da882-9b54-463c-8449-70c7507b5c1b.xml","0d0da882-9b54-463c-8449-70c7507b5c1b","491e8aca-7a99-4c17-97e6-74c03d201ced","small with narrow top","blade","","","small","decreased size","PATO:0000587","","","","","top","","","","","","","Scapular blade"
28,"Swartz_2012.xml_0d0da882-9b54-463c-8449-70c7507b5c1b.xml","0d0da882-9b54-463c-8449-70c7507b5c1b","6c72f6ba-8ba2-433e-8624-9ace486c68a7","large with broad top","top","","","broad","broad","PATO:0002359","","","","","","","","","","","","Scapular blade"
29,"Swartz_2012.xml_0d0da882-9b54-463c-8449-70c7507b5c1b.xml","0d0da882-9b54-463c-8449-70c7507b5c1b","6c72f6ba-8ba2-433e-8624-9ace486c68a7","large with broad top","blade","","","large","increased size","PATO:0000586","","","","","top","","","","","","","Scapular blade"
30,"Swartz_2012.xml_0de814f9-bf10-4a16-90fc-d9d9ad8c8869.xml","0de814f9-bf10-4a16-90fc-d9d9ad8c8869","f9c8dded-823a-428d-aa92-793ce60ed65b","anterior end considerably anterior to processus ascendens","anterior end","anterior region","BSPO:0000071","anterior to","anterior to","PATO:0001632","","","","","processus ascenden","","","","","","","Proportions of entopterygoid"
31,"Swartz_2012.xml_0fb9bf51-9ec3-4725-b925-1da37a2b203f.xml","0fb9bf51-9ec3-4725-b925-1da37a2b203f","0480fcd2-41be-45f3-9681-17adcf8ce81d","peak anterior to adductor fossa, dorsal margin of fossa concave","dorsal margin","dorsal margin","BSPO:0000679","concave","concave","PATO:0001857","","","","","","","","fossa","bone fossa","http://purl.obolibrary.org/obo/UBERON:0004704","","Adductor crest"
32,"Swartz_2012.xml_0fb9bf51-9ec3-4725-b925-1da37a2b203f.xml","0fb9bf51-9ec3-4725-b925-1da37a2b203f","0480fcd2-41be-45f3-9681-17adcf8ce81d","peak anterior to adductor fossa, dorsal margin of fossa concave","adductor crest","process","VAO:0000180","peak","","","","","","","adductor fossa","bone fossa","http://purl.obolibrary.org/obo/UBERON:0004704","","adductor","http://purl.obolibrary.org/obo/UBERON:2000463","","Adductor crest"
33,"Swartz_2012.xml_0fb9bf51-9ec3-4725-b925-1da37a2b203f.xml","0fb9bf51-9ec3-4725-b925-1da37a2b203f","6ba3dcc4-cbe6-457a-9b0f-1418614c2349","peak above anterior part of adductor fossa, dorsal margin of fossa convex","dorsal margin","dorsal margin","BSPO:0000679","convex","convex","PATO:0001355","","","","","","","","fossa","bone fossa","http://purl.obolibrary.org/obo/UBERON:0004704","","Adductor crest"
34,"Swartz_2012.xml_0fb9bf51-9ec3-4725-b925-1da37a2b203f.xml","0fb9bf51-9ec3-4725-b925-1da37a2b203f","6ba3dcc4-cbe6-457a-9b0f-1418614c2349","peak above anterior part of adductor fossa, dorsal margin of fossa convex","adductor crest","process","VAO:0000180","peak","","","","","","","anterior part,adductor fossa","anterior region,bone fossa","BSPO:0000071,http://purl.obolibrary.org/obo/UBERON:0004704","","adductor","http://purl.obolibrary.org/obo/UBERON:2000463","","Adductor crest"
35,"Swartz_2012.xml_0fb9bf51-9ec3-4725-b925-1da37a2b203f.xml","0fb9bf51-9ec3-4725-b925-1da37a2b203f","e35a936f-84d7-46be-8347-567c4e48809b","absent","adductor crest","process","VAO:0000180","absent","absent","PATO:0000462","","","","","","","","","adductor","http://purl.obolibrary.org/obo/UBERON:2000463","","Adductor crest"
36,"Swartz_2012.xml_10562090-3854-4369-833a-4e84a230ded8.xml","10562090-3854-4369-833a-4e84a230ded8","6fc5f714-edaf-4236-ab32-375c6d1b1f6e","present","postspiracular","","","present","present","PATO:0000467","","","","","","","","","","","","Contact between postspiracular (extratemporal) and supratemporal"
37,"Swartz_2012.xml_10562090-3854-4369-833a-4e84a230ded8.xml","10562090-3854-4369-833a-4e84a230ded8","b16f599e-4376-486e-b4ad-6f24eeeb8a78","absent","postspiracular","","","absent","absent","PATO:0000462","","","","","","","","","","","","Contact between postspiracular (extratemporal) and supratemporal"
38,"Swartz_2012.xml_1293f9e2-c722-483d-8a7e-3a5d240516be.xml","1293f9e2-c722-483d-8a7e-3a5d240516be","113b5912-33bd-4799-b459-5a6c260ad681","detachable whorl","parasymphysial plate","obsolete sclerite","http://purl.obolibrary.org/obo/UBERON:0003148","detachable whorl","","","","","","","","","","","","","","Parasymphysial plate detachable whorl"
39,"Swartz_2012.xml_1293f9e2-c722-483d-8a7e-3a5d240516be.xml","1293f9e2-c722-483d-8a7e-3a5d240516be","b7850f59-0496-49f5-b964-41cded043cdb","sutured plate with denticles or teeth","plate","obsolete sclerite","http://purl.obolibrary.org/obo/UBERON:0003148","sutured","","","","","","","","","","","","","","Parasymphysial plate detachable whorl"
40,"Swartz_2012.xml_13e9d734-cb86-4c6d-9f05-9336b9d52cee.xml","13e9d734-cb86-4c6d-9f05-9336b9d52cee","1841e7fb-2834-4565-8b41-e3c6297806d9","longer than humerus","Radial","","","longer","increased length","PATO:0000573","","","","","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","","","","","Radial length"
41,"Swartz_2012.xml_13e9d734-cb86-4c6d-9f05-9336b9d52cee.xml","13e9d734-cb86-4c6d-9f05-9336b9d52cee","867a4d1c-eb52-4125-9a48-a735fead7651","shorter than humerus","Radial","","","shorter","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","","","","","Radial length"
42,"Swartz_2012.xml_1713386d-ecc7-4229-a82e-32c828885ac3.xml","1713386d-ecc7-4229-a82e-32c828885ac3","70d4c809-d251-4a8e-8b54-fdf2e069c9f3","absent","Cleithral ornamentation","","","absent","absent","PATO:0000462","","","","","","","","","","","","Cleithral ornamentation"
43,"Swartz_2012.xml_1713386d-ecc7-4229-a82e-32c828885ac3.xml","1713386d-ecc7-4229-a82e-32c828885ac3","bf604998-935b-4b55-ae85-a8e8cc57d896","present","Cleithral ornamentation","","","present","present","PATO:0000467","","","","","","","","","","","","Cleithral ornamentation"
44,"Swartz_2012.xml_1796ea89-0766-451a-9fef-436c8cc38a82.xml","1796ea89-0766-451a-9fef-436c8cc38a82","93d0b515-8be8-4e9a-8fea-4c3deeaf96dc","present","median gular","gular plate","http://purl.obolibrary.org/obo/UBERON:2002089","present","present","PATO:0000467","","","","","","","","","","","","Large median gular"
45,"Swartz_2012.xml_1796ea89-0766-451a-9fef-436c8cc38a82.xml","1796ea89-0766-451a-9fef-436c8cc38a82","e0e4222f-84b6-4579-a96d-19ca434a5ed0","absent","median gular","gular plate","http://purl.obolibrary.org/obo/UBERON:2002089","absent","absent","PATO:0000462","","","","","","","","","","","","Large median gular"
46,"Swartz_2012.xml_17a4e085-de8e-4a4a-ada0-9a1424d5efc1.xml","17a4e085-de8e-4a4a-ada0-9a1424d5efc1","da242684-a9f6-45b9-af1d-83ba113262a4","present","intertemporal","intertemporal bone","http://purl.obolibrary.org/obo/UBERON:0011630","present","present","PATO:0000467","","","","","","","","","","","","Contact between intertemporal and postfrontal (posterior supraorbital)"
47,"Swartz_2012.xml_17a4e085-de8e-4a4a-ada0-9a1424d5efc1.xml","17a4e085-de8e-4a4a-ada0-9a1424d5efc1","da242684-a9f6-45b9-af1d-83ba113262a4","present","postfrontal","postfrontal bone","http://purl.obolibrary.org/obo/UBERON:0011168","present","present","PATO:0000467","","","","","","","","","","","","Contact between intertemporal and postfrontal (posterior supraorbital)"
48,"Swartz_2012.xml_17a4e085-de8e-4a4a-ada0-9a1424d5efc1.xml","17a4e085-de8e-4a4a-ada0-9a1424d5efc1","fc6f3160-542d-4e2c-a536-6daeb6c57460","absent","intertemporal","intertemporal bone","http://purl.obolibrary.org/obo/UBERON:0011630","absent","absent","PATO:0000462","","","","","","","","","","","","Contact between intertemporal and postfrontal (posterior supraorbital)"
49,"Swartz_2012.xml_17a4e085-de8e-4a4a-ada0-9a1424d5efc1.xml","17a4e085-de8e-4a4a-ada0-9a1424d5efc1","fc6f3160-542d-4e2c-a536-6daeb6c57460","absent","postfrontal","postfrontal bone","http://purl.obolibrary.org/obo/UBERON:0011168","absent","absent","PATO:0000462","","","","","","","","","","","","Contact between intertemporal and postfrontal (posterior supraorbital)"
50,"Swartz_2012.xml_187d779a-798a-4a43-b00b-644ae5d6a319.xml","187d779a-798a-4a43-b00b-644ae5d6a319","14157ee4-e6d6-43ca-b9f2-896b8dbed7a3","cylindrical","body","multi-cellular organism","http://purl.obolibrary.org/obo/UBERON:0000468","cylindrical","cylindrical","PATO:0001873","","","","","","","","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","","Body of humerus"
51,"Swartz_2012.xml_187d779a-798a-4a43-b00b-644ae5d6a319.xml","187d779a-798a-4a43-b00b-644ae5d6a319","14157ee4-e6d6-43ca-b9f2-896b8dbed7a3","cylindrical","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","cylindrical","cylindrical","PATO:0001873","","","","","","","","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","","Body of humerus"
52,"Swartz_2012.xml_187d779a-798a-4a43-b00b-644ae5d6a319.xml","187d779a-798a-4a43-b00b-644ae5d6a319","9c16d754-8230-45d9-90ae-6503fc083bc8","flattened rectangular","body","multi-cellular organism","http://purl.obolibrary.org/obo/UBERON:0000468","flattened rectangular","","","","","","","","","","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","","Body of humerus"
53,"Swartz_2012.xml_187d779a-798a-4a43-b00b-644ae5d6a319.xml","187d779a-798a-4a43-b00b-644ae5d6a319","9c16d754-8230-45d9-90ae-6503fc083bc8","flattened rectangular","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","flattened rectangular","","","","","","","","","","humerus","humerus","http://purl.obolibrary.org/obo/UBERON:0000976","","Body of humerus"
54,"Swartz_2012.xml_19eec389-b309-488d-89c6-e76ad4151ee5.xml","19eec389-b309-488d-89c6-e76ad4151ee5","7aac32eb-4e0e-48e5-9449-a61ddc9b64fa","medial exposure in addition to the tooth row","medial exposure","medial region","BSPO:0000083","in addition to","","","","","","","tooth row","tooth row","http://purl.obolibrary.org/obo/UBERON:0009678","","","","","Dermopalatine exposure"
55,"Swartz_2012.xml_19eec389-b309-488d-89c6-e76ad4151ee5.xml","19eec389-b309-488d-89c6-e76ad4151ee5","e410ef43-8718-4142-85d2-1a43ecc40c49","more or less confined to margins of the tooth row","dermopalatine exposure","dermopalatine","http://purl.obolibrary.org/obo/UBERON:2000015","more [less]","","","","","","","margin,tooth row","marginal zone of embryo,tooth row","http://purl.obolibrary.org/obo/UBERON:0004879,http://purl.obolibrary.org/obo/UBERON:0009678","","","","","Dermopalatine exposure"
56,"Swartz_2012.xml_1a3804b9-b978-49ea-987b-e8053206f0f1.xml","1a3804b9-b978-49ea-987b-e8053206f0f1","0a12518d-0d4d-4e47-a5e8-da7f5909eee8","present","subterminal mouth","mouth","http://purl.obolibrary.org/obo/UBERON:0000165","present","present","PATO:0000467","","","","","","","","","","","","Subterminal mouth"
57,"Swartz_2012.xml_1a3804b9-b978-49ea-987b-e8053206f0f1.xml","1a3804b9-b978-49ea-987b-e8053206f0f1","4a7f83cf-56a9-4187-8604-4c800e8923f9","absent","subterminal mouth","mouth","http://purl.obolibrary.org/obo/UBERON:0000165","absent","absent","PATO:0000462","","","","","","","","","","","","Subterminal mouth"
58,"Swartz_2012.xml_1b38bfab-65a8-44a0-8c5c-c92fb9244caf.xml","1b38bfab-65a8-44a0-8c5c-c92fb9244caf","058de359-95a7-47c8-8d1b-6859f995e48d","present","vomerine fang","cuspid","http://purl.obolibrary.org/obo/UBERON:0003674","present","present","PATO:0000467","","","","","","","","","","","","Vomerine fangs"
59,"Swartz_2012.xml_1b38bfab-65a8-44a0-8c5c-c92fb9244caf.xml","1b38bfab-65a8-44a0-8c5c-c92fb9244caf","f69b1585-da54-4b9b-87da-907426bf9f96","absent","vomerine fang","cuspid","http://purl.obolibrary.org/obo/UBERON:0003674","absent","absent","PATO:0000462","","","","","","","","","","","","Vomerine fangs"
60,"Swartz_2012.xml_1b5b8261-2e1f-48b6-9c8b-46facdcdb957.xml","1b5b8261-2e1f-48b6-9c8b-46facdcdb957","7a3bfc46-9464-4d3e-9ca5-4606e16e032e","none","tooth","calcareous tooth","http://purl.obolibrary.org/obo/UBERON:0001091","0","count","PATO:0000070","","","","","","","","","","","0","Tooth folding"
61,"Swartz_2012.xml_1b5b8261-2e1f-48b6-9c8b-46facdcdb957.xml","1b5b8261-2e1f-48b6-9c8b-46facdcdb957","99aecfb7-e4b7-4642-8cef-78bd63c77afa","generalized polyplocodont","polyplocodont","","","generalized","","","","","","","","","","","","","","Tooth folding"
62,"Swartz_2012.xml_1fa8ab82-4353-463f-a6e8-c66252a1fcf2.xml","1fa8ab82-4353-463f-a6e8-c66252a1fcf2","39c43bf6-f596-4614-9e85-7e38bcfe6c74","absent","postaxial","","","absent","absent","PATO:0000462","","","","","","","","","","","","Postaxial process on fibula"
63,"Swartz_2012.xml_1fa8ab82-4353-463f-a6e8-c66252a1fcf2.xml","1fa8ab82-4353-463f-a6e8-c66252a1fcf2","784efd84-c03f-4fd7-bd13-1e82e61c913c","present","postaxial","","","present","present","PATO:0000467","","","","","","","","","","","","Postaxial process on fibula"
64,"Swartz_2012.xml_21b79e2f-c16a-4e2d-8480-b5dc6d9f5259.xml","21b79e2f-c16a-4e2d-8480-b5dc6d9f5259","34a84380-cd68-4b50-a114-c99c9f23a9ea","no","squamosal","squamous part of temporal bone","http://purl.obolibrary.org/obo/UBERON:0001695","","","","not preopercular","","","","","","","","","","","Quadratojugal, squamosal and preopercular fused"
65,"Swartz_2012.xml_21b79e2f-c16a-4e2d-8480-b5dc6d9f5259.xml","21b79e2f-c16a-4e2d-8480-b5dc6d9f5259","5a105e21-bffa-4430-b9c5-7d049904ad3d","yes","squamosal","squamous part of temporal bone","http://purl.obolibrary.org/obo/UBERON:0001695","preopercular","","","","","","","","","","","","","","Quadratojugal, squamosal and preopercular fused"
66,"Swartz_2012.xml_24bfb17d-2dfe-4888-85e0-a349dbba5cd0.xml","24bfb17d-2dfe-4888-85e0-a349dbba5cd0","a0def961-0e03-4a50-a4db-86a2f55c9f1f","oriented approximately horizontally posteriorly","ilium","ilium","http://purl.obolibrary.org/obo/UBERON:0001273","oriented [approximately horizontally posteriorly]","oriented","PATO:0000614","","","","","","","","","","","","Ilium, posterior process"
67,"Swartz_2012.xml_24bfb17d-2dfe-4888-85e0-a349dbba5cd0.xml","24bfb17d-2dfe-4888-85e0-a349dbba5cd0","a0def961-0e03-4a50-a4db-86a2f55c9f1f","oriented approximately horizontally posteriorly","posterior process","process","VAO:0000180","oriented [approximately horizontally posteriorly]","oriented","PATO:0000614","","","","","","","","","","","","Ilium, posterior process"
68,"Swartz_2012.xml_24bfb17d-2dfe-4888-85e0-a349dbba5cd0.xml","24bfb17d-2dfe-4888-85e0-a349dbba5cd0","dbd1d897-3817-4cf6-b3ae-d5e9453a0638","oriented posterodorsally","ilium","ilium","http://purl.obolibrary.org/obo/UBERON:0001273","oriented [posterodorsally]","oriented","PATO:0000614","","","","","","","","","","","","Ilium, posterior process"
69,"Swartz_2012.xml_24bfb17d-2dfe-4888-85e0-a349dbba5cd0.xml","24bfb17d-2dfe-4888-85e0-a349dbba5cd0","dbd1d897-3817-4cf6-b3ae-d5e9453a0638","oriented posterodorsally","posterior process","process","VAO:0000180","oriented [posterodorsally]","oriented","PATO:0000614","","","","","","","","","","","","Ilium, posterior process"
70,"Swartz_2012.xml_24df77a3-33ee-4d09-8a49-e4b86ccbb0c8.xml","24df77a3-33ee-4d09-8a49-e4b86ccbb0c8","639dc650-a6cb-4306-87e2-187113ee101d","absent","coracoid plate","obsolete sclerite","http://purl.obolibrary.org/obo/UBERON:0003148","absent","absent","PATO:0000462","","","","","","","","","coracoid bone","http://purl.obolibrary.org/obo/UBERON:0004743","","Coracoid plate"
71,"Swartz_2012.xml_24df77a3-33ee-4d09-8a49-e4b86ccbb0c8.xml","24df77a3-33ee-4d09-8a49-e4b86ccbb0c8","e0608023-82c8-4c7d-bf93-776af7e87085","present and extends ventromedially","coracoid plate","obsolete sclerite","http://purl.obolibrary.org/obo/UBERON:0003148","present","present","PATO:0000467","","","","","","","","","coracoid bone","http://purl.obolibrary.org/obo/UBERON:0004743","","Coracoid plate"
72,"Swartz_2012.xml_24df77a3-33ee-4d09-8a49-e4b86ccbb0c8.xml","24df77a3-33ee-4d09-8a49-e4b86ccbb0c8","e0608023-82c8-4c7d-bf93-776af7e87085","present and extends ventromedially","coracoid plate","obsolete sclerite","http://purl.obolibrary.org/obo/UBERON:0003148","extends [ventromedially]","","","","","","","","","","","coracoid bone","http://purl.obolibrary.org/obo/UBERON:0004743","","Coracoid plate"
73,"Swartz_2012.xml_24e17d58-b43f-422a-a900-f913933e1180.xml","24e17d58-b43f-422a-a900-f913933e1180","13335b48-5442-4c77-905b-623138bd25ec","less than or equal to 35 percent","ethmoid","mesethmoid bone;ethmoid bone","http://purl.obolibrary.org/obo/UBERON:0011238;http://purl.obolibrary.org/obo/UBERON:0001679","35 percent","count","PATO:0000070","","","","","","","","parietal","tetrapod parietal bone","http://purl.obolibrary.org/obo/UBERON:0000210","35 percent","Width of ethmoid relative to its length from snout tip to the posterior margin of the parietals"
74,"Swartz_2012.xml_24e17d58-b43f-422a-a900-f913933e1180.xml","24e17d58-b43f-422a-a900-f913933e1180","13335b48-5442-4c77-905b-623138bd25ec","less than or equal to 35 percent","snout tip","tip","http://purl.obolibrary.org/obo/UBERON:3010277","35 percent","count","PATO:0000070","","","","","","","","parietal","snout,tetrapod parietal bone","http://purl.obolibrary.org/obo/UBERON:0006333,http://purl.obolibrary.org/obo/UBERON:0000210","35 percent","Width of ethmoid relative to its length from snout tip to the posterior margin of the parietals"
