File	Character Number	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label
Baldwin_Johnson_1996.xml	6	Second Pharyngobranchial with Extra Uncinate Process	2	PB2 with extra uncinate process	UBERON_0004529 and (BFO_0000050 some UBERON_2001250)	anatomical projection and (part of some pharyngobranchial 2 bone)	PATO_0000467	present			
Baldwin_Johnson_1996.xml	7	Second Pharyngobranchial Toothplate	0	UP2 present	UBERON_2001650	pharyngobranchial 2 tooth plate	PATO_0000467	present			
Baldwin_Johnson_1996.xml	7	Second Pharyngobranchial Toothplate	1	UP2 absent	UBERON_2001650	pharyngobranchial 2 tooth plate	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	8	Second Pharyngobranchial Uncinate Process	0	PB2 with short uncinate process	UBERON_2001609	pharyngobranchial 2 bone uncinate process	PATO_0000574	decreased length			
Baldwin_Johnson_1996.xml	8	Second Pharyngobranchial Uncinate Process	1	PB2 with long uncinate process	UBERON_2001609	pharyngobranchial 2 bone uncinate process	PATO_0000573	increased length			
Baldwin_Johnson_1996.xml	9	Uncinate Process of Second Epibranchial Adjacent to Second Epibranchial	0	EB2 uncinate process diverges from EB2 as it approaches PB3; PB2 oriented anteromedial to posterolateral	UBERON_2001796	epibranchial 2 bone uncinate process	PATO_0000140	position			
Baldwin_Johnson_1996.xml	9	Uncinate Process of Second Epibranchial Adjacent to Second Epibranchial	0	EB2 uncinate process diverges from EB2 as it approaches PB3; PB2 oriented anteromedial to posterolateral	UBERON_2001250	pharyngobranchial 2 bone	PATO_0000133	orientation			
Baldwin_Johnson_1996.xml	9	Uncinate Process of Second Epibranchial Adjacent to Second Epibranchial	1	EB2 uncinate process adjacent to EB2 as both approach PB3; PB2 oriented anterior to posterior	UBERON_2001796	epibranchial 2 bone uncinate process	PATO_0000140	position			
Baldwin_Johnson_1996.xml	9	Uncinate Process of Second Epibranchial Adjacent to Second Epibranchial	1	EB2 uncinate process adjacent to EB2 as both approach PB3; PB2 oriented anterior to posterior	UBERON_2001250	pharyngobranchial 2 bone	PATO_0000133	orientation			
Baldwin_Johnson_1996.xml	10	Third Pharyngobranchial Produced	0	PB3 not extending anteriorly beyond the tips of EB1 and PB2	UBERON_2001252	pharyngobranchial 3 bone	PATO_0000140	position	UBERON_2001243	epibranchial 1 bone	
Baldwin_Johnson_1996.xml	10	Third Pharyngobranchial Produced	0	PB3 not extending anteriorly beyond the tips of EB1 and PB2	UBERON_2001252	pharyngobranchial 3 bone	PATO_0000140	position	UBERON_2001250	pharyngobranchial 2 bone	
Baldwin_Johnson_1996.xml	10	Third Pharyngobranchial Produced	1	PB3 extending anteriorly beyond the tips of EB1 and PB2	UBERON_2001252	pharyngobranchial 3 bone	PATO_0000140	position	UBERON_2001243	epibranchial 1 bone	
Baldwin_Johnson_1996.xml	10	Third Pharyngobranchial Produced	1	PB3 extending anteriorly beyond the tips of EB1 and PB2	UBERON_2001252	pharyngobranchial 3 bone	PATO_0000140	position	UBERON_2001250	pharyngobranchial 2 bone	
Baldwin_Johnson_1996.xml	11	Distribution of PB3 Teeth	0	UP3 covering large area of ventral surface of PB3	UBERON_2001652	pharyngobranchial 3 tooth plate	PATO_0000140	position			
Baldwin_Johnson_1996.xml	11	Distribution of PB3 Teeth	1	UP3 restricted to lateral edge of ventral surface of PB3	UBERON_2001652	pharyngobranchial 3 tooth plate	PATO_0000140	position			
Baldwin_Johnson_1996.xml	11	Distribution of PB3 Teeth	2	UP3 absent	UBERON_2001652	pharyngobranchial 3 tooth plate	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	12	Size of PB3 Teeth	0	PB3 teeth small	UBERON_2001653	pharyngobranchial 3 tooth	PATO_0000587	decreased size			
Baldwin_Johnson_1996.xml	12	Size of PB3 Teeth	1	PB3 teeth large	UBERON_2001653	pharyngobranchial 3 tooth	PATO_0000586	increased size			
Baldwin_Johnson_1996.xml	13	First Pharyngobranchial	0	PB1 normal, reduced, or absent	UBERON_2001910	pharyngobranchial 1 element	PATO_0000117	size			
Baldwin_Johnson_1996.xml	13	First Pharyngobranchial	0	PB1 normal, reduced, or absent	UBERON_2001910	pharyngobranchial 1 element	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	13	First Pharyngobranchial	0	PB1 normal, reduced, or absent	UBERON_2001910	pharyngobranchial 1 element	PATO_0000587	decreased size			
Baldwin_Johnson_1996.xml	13	First Pharyngobranchial	1	PB1 very long	UBERON_2001910	pharyngobranchial 1 element	PATO_0001154	elongated			
Baldwin_Johnson_1996.xml	14	Fifth Epibranchial 	0	EB5 absent	UBERON_2001966	epibranchial 5 element	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	14	Fifth Epibranchial 	1	EB5 present as a small cartilage	UBERON_2001966	epibranchial 5 element	PATO_0001449	cartilaginous			
Baldwin_Johnson_1996.xml	14	Fifth Epibranchial 	1	EB5 present as a small cartilage	UBERON_2001966	epibranchial 5 element	PATO_0000587	decreased size			
Baldwin_Johnson_1996.xml	14	Fifth Epibranchial 	2	EB5 present as a large cartilage	UBERON_2001966	epibranchial 5 element	PATO_0000586	increased size			
Baldwin_Johnson_1996.xml	14	Fifth Epibranchial 	2	EB5 present as a large cartilage	UBERON_2001966	epibranchial 5 element	PATO_0001449	cartilaginous			
Baldwin_Johnson_1996.xml	15	Dentition of Fifth Ceratobranchial	0	CB5 with teeth scattered all over anterodorsal surface	UBERON_2000694	ceratobranchial 5 tooth	PATO_0000060	spatial pattern			
Baldwin_Johnson_1996.xml	15	Dentition of Fifth Ceratobranchial	1	CB5 with most teeth restricted to medial edge of anterodorsal surface	UBERON_2000694	ceratobranchial 5 tooth	PATO_0000060	spatial pattern			
Baldwin_Johnson_1996.xml	15	Dentition of Fifth Ceratobranchial	2	CB5 with all teeth restricted to medial edge of anterodorsal surface	UBERON_2000694	ceratobranchial 5 tooth	PATO_0000060	spatial pattern			
Baldwin_Johnson_1996.xml	15	Dentition of Fifth Ceratobranchial	3	CB5 without teeth	UBERON_2000694	ceratobranchial 5 tooth	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	16	Shape of Fifth Ceratobranchial	0	CB5 not V-shaped	UBERON_2001239	ceratobranchial 5 bone	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0002224)	shape and (PHENOSCAPE_complement_of some V-shaped)			
Baldwin_Johnson_1996.xml	16	Shape of Fifth Ceratobranchial	1	CB5 V-shaped, the medial limb slender	UBERON_2001239	ceratobranchial 5 bone	PATO_0002224	V-shaped			
Baldwin_Johnson_1996.xml	16	Shape of Fifth Ceratobranchial	1	CB5 V-shaped, the medial limb slender	UBERON_0004529 and (BFO_0000050 some UBERON_2001239)	anatomical projection and (part of some ceratobranchial 5 bone)	PATO_0002212	slender			
Baldwin_Johnson_1996.xml	16	Shape of Fifth Ceratobranchial	2	CB5 V-shaped, the medial limb robust	UBERON_2001239	ceratobranchial 5 bone	PATO_0002224	V-shaped			
Baldwin_Johnson_1996.xml	16	Shape of Fifth Ceratobranchial	2	CB5 V-shaped, the medial limb robust	UBERON_0004529 and (BFO_0000050 some UBERON_2001239)	anatomical projection and (part of some ceratobranchial 5 bone)	PATO_0002310	robust			
Baldwin_Johnson_1996.xml	17	Gap Between the Fourth Basibranchial Cartilage and Fifth Ceratobranchials	0	No gap between CB5s and BB4 cartilage	UBERON_2001903	ceratobranchial 5 element	PATO_0000140	position	UBERON_2001865	basibranchial 4 cartilage	
Baldwin_Johnson_1996.xml	17	Gap Between the Fourth Basibranchial Cartilage and Fifth Ceratobranchials	1	Gap between CB5s and BB4 cartilage, CB5s not articulating with reduced BB4	UBERON_2001903	ceratobranchial 5 element	PATO_0000140	position	UBERON_2001865	basibranchial 4 cartilage	
Baldwin_Johnson_1996.xml	17	Gap Between the Fourth Basibranchial Cartilage and Fifth Ceratobranchials	2	CB5s separated from main body of BB4 by tail or small nubbins of cartilage extending posteriorly from BB4	UBERON_2001903	ceratobranchial 5 element	PATO_0000140	position	UBERON_2001865	basibranchial 4 cartilage	
Baldwin_Johnson_1996.xml	18	Third Basibranchial Extends beyond Fourth Basibranchial Cartilage	0	BB3 terminates beneath the anterior end of BB4 cartilage	UBERON_2001225	basibranchial 3 bone	PATO_0002463	extends to	UBERON_2001865	basibranchial 4 cartilage	
Baldwin_Johnson_1996.xml	18	Third Basibranchial Extends beyond Fourth Basibranchial Cartilage	1	BB3 terminates beyond the posterior end of BB4 cartilage	UBERON_2001225	basibranchial 3 bone	PATO_0002464	extends beyond	UBERON_2001865	basibranchial 4 cartilage	
Baldwin_Johnson_1996.xml	19	Fourth Basibranchial Ossified	0	BB4 cartilaginous	UBERON_2001865	basibranchial 4 cartilage	PATO_0000467	present			
Baldwin_Johnson_1996.xml	19	Fourth Basibranchial Ossified	1	BB4 ossified	UBERON_2001226	basibranchial 4 bone	PATO_0000467	present			
Baldwin_Johnson_1996.xml	20	Elongate First Basibranchial	0	BB1 not elongate	UBERON_2001864	basibranchial 1 cartilage	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0001154)	shape and (PHENOSCAPE_complement_of some elongated)			
Baldwin_Johnson_1996.xml	20	Elongate First Basibranchial	1	BB1 elongate, ossified	UBERON_2001223	basibranchial 1 bone	PATO_0001154	elongated			
Baldwin_Johnson_1996.xml	20	Elongate First Basibranchial	2	BB1 usually elongate, comprising a short ossified anterior segment followed by a long posterior cartilage	UBERON_2001915	basibranchial 1 element	PATO_0001154	elongated			
Baldwin_Johnson_1996.xml	20	Elongate First Basibranchial	2	BB1 usually elongate, comprising a short ossified anterior segment followed by a long posterior cartilage	UBERON_2001915	basibranchial 1 element	PATO_0001449	cartilaginous			
Baldwin_Johnson_1996.xml	20	Elongate First Basibranchial	2	BB1 usually elongate, comprising a short ossified anterior segment followed by a long posterior cartilage	UBERON_2001915	basibranchial 1 element	PATO_0001448	ossified			
Baldwin_Johnson_1996.xml	21	Elongate Second Basibranchial	0	BB2 not elongate	UBERON_2001916	basibranchial 2 element	PATO_0000052 and (PHENOSCAPE_complement_of some PATO_0001154)	shape and (PHENOSCAPE_complement_of some elongated)			
Baldwin_Johnson_1996.xml	21	Elongate Second Basibranchial	1	BB2 elongate	UBERON_2001916	basibranchial 2 element	PATO_0001154	elongated			
Baldwin_Johnson_1996.xml	22	Gillrakers or Toothplates on Third Hypobranchials	0	Gillrakers or toothplates present on HB3	UBERON_2001647 and (BFO_0000050 some UBERON_2001235)	pharyngeal tooth plate and (part of some hypobranchial 3 bone)	PATO_0000467	present			
Baldwin_Johnson_1996.xml	22	Gillrakers or Toothplates on Third Hypobranchials	0	Gillrakers or toothplates present on HB3	UBERON_2000356 and (BFO_0000050 some UBERON_2001235)	gill raker and (part of some hypobranchial 3 bone)	PATO_0000467	present			
Baldwin_Johnson_1996.xml	22	Gillrakers or Toothplates on Third Hypobranchials	1	Gillrakers or toothplates lacking on HB3	UBERON_2001647 and (BFO_0000050 some UBERON_2001235)	pharyngeal tooth plate and (part of some hypobranchial 3 bone)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	22	Gillrakers or Toothplates on Third Hypobranchials	1	Gillrakers or toothplates lacking on HB3	UBERON_2000356 and (BFO_0000050 some UBERON_2001235)	gill raker and (part of some hypobranchial 3 bone)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	0	Gillrakers or toothplates lacking on basibranchials	UBERON_2000356 and (BFO_0000050 some UBERON_0004740)	gill raker and (part of some basibranchial bone)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	0	Gillrakers or toothplates lacking on basibranchials	UBERON_2001647 and (BFO_0000050 some UBERON_0004740)	pharyngeal tooth plate and (part of some basibranchial bone)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	1	Gillrakers or toothplates on BB2, sometimes BB1 and BB3	UBERON_2000356 and (BFO_0000050 some UBERON_2001915)	gill raker and (part of some basibranchial 1 element)					
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	1	Gillrakers or toothplates on BB2, sometimes BB1 and BB3	UBERON_2000356 and (BFO_0000050 some UBERON_2001916)	gill raker and (part of some basibranchial 2 element)					
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	1	Gillrakers or toothplates on BB2, sometimes BB1 and BB3	UBERON_2000356 and (BFO_0000050 some UBERON_2001917)	gill raker and (part of some basibranchial 3 element)					
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	1	Gillrakers or toothplates on BB2, sometimes BB1 and BB3	UBERON_2002015 and (BFO_0000050 some UBERON_2001915)	pharyngobranchial tooth plate and (part of some basibranchial 1 element)					
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	1	Gillrakers or toothplates on BB2, sometimes BB1 and BB3	UBERON_2002015 and (BFO_0000050 some UBERON_2001916)	pharyngobranchial tooth plate and (part of some basibranchial 2 element)					
Baldwin_Johnson_1996.xml	23	Gillrakers or Toothplates on Basibranchial(s)	1	Gillrakers or toothplates on BB2, sometimes BB1 and BB3	UBERON_2002015 and (BFO_0000050 some UBERON_2001917)	pharyngobranchial tooth plate and (part of some basibranchial 3 element)					
Baldwin_Johnson_1996.xml	24	Ligament between First Hypobranchial and Ventral Hypohyal	0	Ligament from HB1 to ventral hypohyal not ossified	UBERON_0008846 and (UBERON_attaches_to some UBERON_2000300) and (UBERON_attaches_to some UBERON_2001236)	skeletal ligament and (UBERON_attaches_to some ventral hypohyal bone) and (UBERON_attaches_to some hypobranchial 2 bone)	PATO_0000025 and (PHENOSCAPE_complement_of some PATO_0001448)	composition and (PHENOSCAPE_complement_of some ossified)			
Baldwin_Johnson_1996.xml	24	Ligament between First Hypobranchial and Ventral Hypohyal	1	Ligament from HB1 to ventral hypohyal ossified	UBERON_0008846 and (UBERON_attaches_to some UBERON_2000300) and (UBERON_attaches_to some UBERON_2001236)	skeletal ligament and (UBERON_attaches_to some ventral hypohyal bone) and (UBERON_attaches_to some hypobranchial 2 bone)	PATO_0001448	ossified			
Baldwin_Johnson_1996.xml	25	First Hypobranchial with Ventrally Directed Process	0	HB1 without ventrally directed processes	UBERON_0004529 and (BFO_0000050 some UBERON_2001894)	anatomical projection and (part of some hypobranchial 1 element)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	25	First Hypobranchial with Ventrally Directed Process	1	HB1 with a ventrally directed process	UBERON_0004529 and (BFO_0000050 some UBERON_2001894)	anatomical projection and (part of some hypobranchial 1 element)	PATO_0000467	present			
Baldwin_Johnson_1996.xml	26	Second Hypobranchial with Ventrally Directed Process	0	HB2 without ventrally directed process	UBERON_0004529 and (BFO_0000050 some UBERON_2001895)	anatomical projection and (part of some hypobranchial 2 element)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	26	Second Hypobranchial with Ventrally Directed Process	1	HB2 with ventrally directed process	UBERON_0004529 and (BFO_0000050 some UBERON_2001895)	anatomical projection and (part of some hypobranchial 2 element)	PATO_0000467	present			
Baldwin_Johnson_1996.xml	27	Third Hypobranchials Fused Ventrally	0	Third hypobranchials not fused ventrally	UBERON_2001896 and (BSPO_0000121 some UBERON_0000468)	hypobranchial 3 element and (in_right_side_of some multi-cellular organism)	PATO_0000642	fused with	UBERON_2001896 and (BSPO_0000120 some UBERON_0000468)	hypobranchial 3 element and (in_left_side_of some multi-cellular organism)	
Baldwin_Johnson_1996.xml	27	Third Hypobranchials Fused Ventrally	1	Third hypobranchials fused ventrally	UBERON_2001896 and (BSPO_0000121 some UBERON_0000468)	hypobranchial 3 element and (in_right_side_of some multi-cellular organism)	PATO_0001505	separated from	UBERON_2001896 and (BSPO_0000120 some UBERON_0000468)	hypobranchial 3 element and (in_left_side_of some multi-cellular organism)	
Baldwin_Johnson_1996.xml	28	Ventral Ceratohyal Cartilage	0	Anterior ceratohyal without autogenous ventral cartilage	UBERON_0007844 and (BFO_0000050 some UBERON_0011611)	cartilage element and (part of some ceratohyal bone)	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	28	Ventral Ceratohyal Cartilage	1	Anterior ceratohyal with autogenous cartilage along ventral margin	UBERON_0007844 and (BFO_0000050 some UBERON_0011611)	cartilage element and (part of some ceratohyal bone)	PATO_0000467	present			
Baldwin_Johnson_1996.xml	29	Number of Branchiostegals on the Posterior Ceratohyal	0	Four or fewer branchiostegals on posterior ceratohyal	UBERON_2000476 and (RO_0002150 some UBERON_2000627)	branchiostegal ray and (connected to some posterior ceratohyal)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	29	Number of Branchiostegals on the Posterior Ceratohyal	1	Five branchiostegals on posterior ceratohyal	UBERON_2000476 and (RO_0002150 some UBERON_2000627)	branchiostegal ray and (connected to some posterior ceratohyal)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	29	Number of Branchiostegals on the Posterior Ceratohyal	2	Six or more branchiostegals on posterior ceratohyal	UBERON_2000476 and (RO_0002150 some UBERON_2000627)	branchiostegal ray and (connected to some posterior ceratohyal)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	30	 Number of Branchiostegals on the Anterior Ceratohyal	0	Five or more branchiostegals on anterior ceratohyal	UBERON_2000476 and (RO_0002150 some UBERON_0011611)	branchiostegal ray and (connected to some ceratohyal bone)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	30	 Number of Branchiostegals on the Anterior Ceratohyal	1	Four or fewer branchiostegals on anterior ceratohyal	UBERON_2000476 and (RO_0002150 some UBERON_0011611)	branchiostegal ray and (connected to some ceratohyal bone)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	31	Proximity of Posteriormost Two Branchiostegals	0	All branchiostegals on posterior ceratohyal evenly spaced	UBERON_2000476	branchiostegal ray	PATO_0000060	spatial pattern	UBERON_2000627	posterior ceratohyal	
Baldwin_Johnson_1996.xml	31	Proximity of Posteriormost Two Branchiostegals	1	Two posteriormost branchiostegals close, inserting on ventral margin of posterior ceratohyal	UBERON_2000476	branchiostegal ray	PATO_0000060	spatial pattern	UBERON_2000627	posterior ceratohyal	
Baldwin_Johnson_1996.xml	31	Proximity of Posteriormost Two Branchiostegals	2	Two posteriormost branchiostegals close, inserting on posteroventral corner of posterior ceratohyal	UBERON_2000476	branchiostegal ray	PATO_0000060	spatial pattern	UBERON_2000627	posterior ceratohyal	
Baldwin_Johnson_1996.xml	32	3 + 1 Arrangement of Branchiostegals on the Anterior Ceratohyal	0	Branchiostegals on anterior ceratohyal roughly evenly spaced	UBERON_2000476	branchiostegal ray	PATO_0000060	spatial pattern	UBERON_0011611	ceratohyal bone	
Baldwin_Johnson_1996.xml	32	3 + 1 Arrangement of Branchiostegals on the Anterior Ceratohyal	1	Branchiostegals on anterior ceratohyal arranged in "3+1" pattern	UBERON_2000476	branchiostegal ray	PATO_0000060	spatial pattern	UBERON_0011611	ceratohyal bone	
Baldwin_Johnson_1996.xml	33	Hypohyal Branchiostegals	0	No branchiostegals on ventral hypohyal	UBERON_2000476	branchiostegal ray	PATO_0001505	separated from	UBERON_2000300	ventral hypohyal bone	
Baldwin_Johnson_1996.xml	33	Hypohyal Branchiostegals	1	Anteriormost branchiostegal on ventral hypohyal	UBERON_2000476	branchiostegal ray	PATO_0001667	attached to	UBERON_2000300	ventral hypohyal bone	
Baldwin_Johnson_1996.xml	33	Hypohyal Branchiostegals	2	Anteriormost three branchiostegals on ventral hypohyal	UBERON_2000476	branchiostegal ray	PATO_0001667	attached to	UBERON_2000300	ventral hypohyal bone	
Baldwin_Johnson_1996.xml	34	Basihyal Morphology	0	Basihyal oriented horizontally	UBERON_0011618	basihyal bone	PATO_0001855	horizontal			
Baldwin_Johnson_1996.xml	34	Basihyal Morphology	1	Basihyal oriented obliquely	UBERON_0011618	basihyal bone	PATO_0002481	oblique orientation			
Baldwin_Johnson_1996.xml	34	Basihyal Morphology	2	Basihyal oriented at 90° angle to BB1	UBERON_0011618	basihyal bone	PATO_0001321	right angle to	UBERON_2001915	basibranchial 1 element	
Baldwin_Johnson_1996.xml	35	Basihyal Teeth	0	Basihyal teeth absent or unmodified if present	UBERON_2001649	basihyal tooth	PATO_0000462	absent			
Baldwin_Johnson_1996.xml	35	Basihyal Teeth	0	Basihyal teeth absent or unmodified if present	UBERON_2001649	basihyal tooth	PATO_0000467	present			
Baldwin_Johnson_1996.xml	35	Basihyal Teeth	1	Basihyal teeth present as large, posteriorly curved structures	UBERON_2001649	basihyal tooth	PATO_0000586	increased size			
Baldwin_Johnson_1996.xml	35	Basihyal Teeth	1	Basihyal teeth present as large, posteriorly curved structures	UBERON_2001649	basihyal tooth	PATO_0001467	curved caudal			
Baldwin_Johnson_1996.xml	36	Dominant Tooth-bearing Bone	0	Premaxilla (or premaxilla and maxilla) is the dominant tooth-bearing bone of upper jaw	UBERON_0002244	premaxilla	PATO_0000117	size			
Baldwin_Johnson_1996.xml	36	Dominant Tooth-bearing Bone	1	Premaxilla and palatine are the dominant tooth-bearing bones of upper jaw	UBERON_0002244	premaxilla	PATO_0000117	size			
Baldwin_Johnson_1996.xml	36	Dominant Tooth-bearing Bone	1	Premaxilla and palatine are the dominant tooth-bearing bones of upper jaw	UBERON_0001682	palatine bone	PATO_0000117	size			
Baldwin_Johnson_1996.xml	36	Dominant Tooth-bearing Bone	2	Palatine is the dominant tooth-bearing bone of "upper jaw"	UBERON_0001682	palatine bone	PATO_0000117	size			
Baldwin_Johnson_1996.xml	37	Quadrate with Produced Anterior Limb	0	Quadrate fan-shaped	UBERON_0006597	quadrate bone	PATO_0002219	fan-shaped			
Baldwin_Johnson_1996.xml	37	Quadrate with Produced Anterior Limb	1	Quadrate with produced anterior limb	UBERON_0006597	quadrate bone	PATO_0000052	shape			
Baldwin_Johnson_1996.xml	37	Quadrate with Produced Anterior Limb	1	Quadrate with produced anterior limb	UBERON_0004529 and (BFO_0000050 some UBERON_0006597)	anatomical projection and (part of some quadrate bone)					
Baldwin_Johnson_1996.xml	38	Quadrate with Two Distinct Cartilaginous Heads	0	Quadrate with single large cartilage on dorsal border	UBERON_0009979 and (BFO_0000050 some UBERON_0006597)	condyle and (part of some quadrate bone)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	38	Quadrate with Two Distinct Cartilaginous Heads	1	Quadrate cartilage separated into two condyles	UBERON_0009979 and (BFO_0000050 some UBERON_0006597)	condyle and (part of some quadrate bone)	PATO_0000070	count			
Baldwin_Johnson_1996.xml	39	Large Concavity in Dorsal Margin of Quadrate 	0	No concavity in quadrate (excluding symplectic incisure)	BSPO_0000679 and (BFO_0000050 some UBERON_0006597)	dorsal margin and (part of some quadrate bone)	PATO_0002266 and (PHENOSCAPE_complement_of some PATO_0001857)	3-D shape and (PHENOSCAPE_complement_of some concave)			
Baldwin_Johnson_1996.xml	39	Large Concavity in Dorsal Margin of Quadrate 	1	Concavity between anterior and posterior cartilaginous condyles	BSPO_0000679 and (BFO_0000050 some UBERON_0006597)	dorsal margin and (part of some quadrate bone)	PATO_0001857	concave			
Baldwin_Johnson_1996.xml	40	Posterior Cartilaginous Condyle of Quadrate Articulates with Hyomandibular	0	Posterior portion of quadrate articulates dorsally with metapterygoid	UBERON_0006597	quadrate bone	PATO_0002278	articulated with	UBERON_2000240	metapterygoid	
