"source","characterid","stateid","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt"
"Anderson_2007.xml_0507311c-938c-439c-b3f9-e67db037ec17.xml","u0507311c-938c-439c-b3f9-e67db037ec17","u386b609d-e5d1-4739-b651-22ad6fc33d6e","present","parietal-tabular","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson_2007.xml_0507311c-938c-439c-b3f9-e67db037ec17.xml","u0507311c-938c-439c-b3f9-e67db037ec17","aadb572c-852c-4b48-8a6f-fb79ba9d2afd","absent","parietal-tabular","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_07ea47b9-054e-4a6b-8cd0-8e3c0a68809d.xml","u07ea47b9-054e-4a6b-8cd0-8e3c0a68809d","af63bb2a-81c5-4606-b5e9-4f912b487099","present","denticle","pterygoid bone;pterygoid muscle","UBERON:0010389;UBERON:0006720","present","present","PATO:0000467","","","","","","","","pterygoid","","",""
"Anderson_2007.xml_07ea47b9-054e-4a6b-8cd0-8e3c0a68809d.xml","u07ea47b9-054e-4a6b-8cd0-8e3c0a68809d","af63bb2a-81c5-4606-b5e9-4f912b487099","present","pterygoid","pterygoid bone;pterygoid muscle","UBERON:0010389;UBERON:0006720","present","present","PATO:0000467","","","","","","","","pterygoid","pterygoid bone;pterygoid muscle","UBERON:0010389;UBERON:0006720",""
"Anderson_2007.xml_07ea47b9-054e-4a6b-8cd0-8e3c0a68809d.xml","u07ea47b9-054e-4a6b-8cd0-8e3c0a68809d","f9e4fc85-0834-4c26-94ea-8ce363d92ea3","absent","denticle","pterygoid bone;pterygoid muscle","UBERON:0010389;UBERON:0006720","absent","absent","PATO:0000462","","","","","","","","pterygoid","","",""
"Anderson_2007.xml_07ea47b9-054e-4a6b-8cd0-8e3c0a68809d.xml","u07ea47b9-054e-4a6b-8cd0-8e3c0a68809d","f9e4fc85-0834-4c26-94ea-8ce363d92ea3","absent","pterygoid","pterygoid bone;pterygoid muscle","UBERON:0010389;UBERON:0006720","absent","absent","PATO:0000462","","","","","","","","pterygoid","pterygoid bone;pterygoid muscle","UBERON:0010389;UBERON:0006720",""
"Anderson_2007.xml_0980693e-0693-45ca-b655-741c48890778.xml","u0980693e-0693-45ca-b655-741c48890778","u0f0ae168-c2b9-4015-8a2b-f3e97dbce92a","reduced","surangular","surangular bone","UBERON:0011636","reduced","present in fewer numbers in organism","PATO:0001997","","","","","","","","","","",""
"Anderson_2007.xml_0980693e-0693-45ca-b655-741c48890778.xml","u0980693e-0693-45ca-b655-741c48890778","u2a4873e2-6efd-4caa-bebd-c557b0689284","absent","surangular","surangular bone","UBERON:0011636","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_0980693e-0693-45ca-b655-741c48890778.xml","u0980693e-0693-45ca-b655-741c48890778","a1ddcfa0-8046-4db3-878b-ebfe426d3463","normal","surangular","surangular bone","UBERON:0011636","normal","normal","PATO:0000461","","","","","","","","","","",""
"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","u09d4faa1-b631-4869-b2a0-211f1e5440b2","u114d4f95-c821-41ca-a9e1-df82ab38d386","shorter","hemal arche","","","shorter","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","neural spine","spinous process of vertebra","UBERON:0001076","","","",""
"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","u09d4faa1-b631-4869-b2a0-211f1e5440b2","u114d4f95-c821-41ca-a9e1-df82ab38d386","shorter","neural spine","spinous process of vertebra","UBERON:0001076","shorter","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","","","","","","",""
"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","u09d4faa1-b631-4869-b2a0-211f1e5440b2","u155f950f-c33a-4a22-9d5c-bd15fb0b1e9d","longer","hemal arche","","","longer","increased length","PATO:0000573","","","","","neural spine","spinous process of vertebra","UBERON:0001076","","","",""
"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","u09d4faa1-b631-4869-b2a0-211f1e5440b2","u155f950f-c33a-4a22-9d5c-bd15fb0b1e9d","longer","neural spine","spinous process of vertebra","UBERON:0001076","longer","increased length","PATO:0000573","","","","","","","","","","",""
"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","u0b5dc91c-09d4-40d8-9cd6-77417d5190e5","u682757a4-bec3-4454-9d98-b4b6021b117a","overturned","premaxilla","premaxilla","UBERON:0002244","overturned","","","","","","","","","","","","",""
"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","u0b5dc91c-09d4-40d8-9cd6-77417d5190e5","u682757a4-bec3-4454-9d98-b4b6021b117a","overturned","anterior margin","anterior margin","BSPO:0000671","overturned","","","","","","","","","","","","",""
"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","u0b5dc91c-09d4-40d8-9cd6-77417d5190e5","u89bdbca6-051f-4fd6-bb9d-562ca4d28b1e","vertical","premaxilla","premaxilla","UBERON:0002244","vertical","vertical","PATO:0001854","","","","","","","","","","",""
"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","u0b5dc91c-09d4-40d8-9cd6-77417d5190e5","u89bdbca6-051f-4fd6-bb9d-562ca4d28b1e","vertical","anterior margin","anterior margin","BSPO:0000671","vertical","vertical","PATO:0001854","","","","","","","","","","",""
"Anderson_2007.xml_0cff06a7-10a7-4afe-a50e-c337d53a52f0.xml","u0cff06a7-10a7-4afe-a50e-c337d53a52f0","u5064ec1a-b8b1-48ae-ad5b-8b393ceb5ea7","absent","retroarticular process","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_0cff06a7-10a7-4afe-a50e-c337d53a52f0.xml","u0cff06a7-10a7-4afe-a50e-c337d53a52f0","u7e7a563b-c19c-4d25-af3d-667f4a6a8fe4","present","retroarticular process","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf.xml","u0e9dee21-8782-41c9-9291-34c6bbbe45cf","u50c33fb6-783f-48d5-ad09-80f06b2083c2","narrow (closed )","interpterygoid vacuity","","","narrow","decreased width","PATO:0000599","","","","","","","","","","",""
"Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf.xml","u0e9dee21-8782-41c9-9291-34c6bbbe45cf","u618b647e-1c9e-4836-8af8-a2269cba61d1","fused at midline","interpterygoid vacuity","","","fused","fused with","PATO:0000642","","","","","midline","","","","","",""
"Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf.xml","u0e9dee21-8782-41c9-9291-34c6bbbe45cf","c96ec8f3-3e35-4661-8ca7-b58c321fb17c","wide","interpterygoid vacuity","","","wide","size","PATO:0000117","","","","","","","","","","",""
"Anderson_2007.xml_0f58148c-6a62-4c9d-b934-2c58a639b41e.xml","u0f58148c-6a62-4c9d-b934-2c58a639b41e","u4408098b-6655-47df-97ab-5a5d42f282d1","rectangular","neural spine","spinous process of vertebra","UBERON:0001076","rectangular","rectangular","PATO:0001867","","","","","","","","","","",""
"Anderson_2007.xml_0f58148c-6a62-4c9d-b934-2c58a639b41e.xml","u0f58148c-6a62-4c9d-b934-2c58a639b41e","f5a1e98b-8603-41a2-82b5-6a525413e3f5","triangular","neural spine","spinous process of vertebra","UBERON:0001076","triangular","triangular","PATO:0001875","","","","","","","","","","",""
"Anderson_2007.xml_0f5981c3-c932-41b3-bcf7-0d8475d31993.xml","u0f5981c3-c932-41b3-bcf7-0d8475d31993","u8b9ee730-79f0-4b50-a4ad-21a887fd2334","present","nerve foramen","anatomical conduit","UBERON:0004111","present","present","PATO:0000467","","","","","","","","","nerve","UBERON:0001021",""
"Anderson_2007.xml_0f5981c3-c932-41b3-bcf7-0d8475d31993.xml","u0f5981c3-c932-41b3-bcf7-0d8475d31993","d265ba58-be25-4fec-8518-5dca03218370","absent","nerve foramen","anatomical conduit","UBERON:0004111","absent","absent","PATO:0000462","","","","","","","","","nerve","UBERON:0001021",""
"Anderson_2007.xml_107d2595-f2a8-4a51-be6e-5af2407253d1.xml","u107d2595-f2a8-4a51-be6e-5af2407253d1","u052d4ad4-bab2-403b-8157-e52be3f26e8f","intermediate","crest","","","intermediate","","","","","","","","","","","","",""
"Anderson_2007.xml_107d2595-f2a8-4a51-be6e-5af2407253d1.xml","u107d2595-f2a8-4a51-be6e-5af2407253d1","u2dca3117-204d-4a3b-9b06-7e3300245f38","weak","crest","","","weak","decreased strength","PATO:0001779","","","","","","","","","","",""
"Anderson_2007.xml_107d2595-f2a8-4a51-be6e-5af2407253d1.xml","u107d2595-f2a8-4a51-be6e-5af2407253d1","u94c41411-152d-42d6-9771-ec33d09ed22f","prominent","crest","","","prominent","prominent","PATO:0001482","","","","","","","","","","",""
"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","u13158ca7-dc7e-4a92-9c4b-6f86ea888c70","u057c0112-91fc-4de0-bd37-80cf820b8d09","4","manus","manus","UBERON:0002398","4","count","PATO:0000070","","","","","","","","","","","4"
"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","u13158ca7-dc7e-4a92-9c4b-6f86ea888c70","u6f339673-4c39-4210-8840-7440f4123483","3","manus","manus","UBERON:0002398","3","count","PATO:0000070","","","","","","","","","","","3"
"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","u13158ca7-dc7e-4a92-9c4b-6f86ea888c70","u9875bf42-7fd4-483e-a12a-2a18809f162d","5 or more","manus","manus","UBERON:0002398","5 or more","count","PATO:0000070","","","","","","","","","","","5 or more"
"Anderson_2007.xml_157f914b-6141-495e-90a3-bdd0487ab04a.xml","u157f914b-6141-495e-90a3-bdd0487ab04a","u68112c5e-4aa3-41a9-9fae-f509070d2a10","unossified","sphenethmoid ossification","","","unossified","","","","","","","","","","","","",""
"Anderson_2007.xml_157f914b-6141-495e-90a3-bdd0487ab04a.xml","u157f914b-6141-495e-90a3-bdd0487ab04a","dea2d4b1-e828-40f5-a219-9f969ae7fa0f","ossified","sphenethmoid","","","ossified","ossified","PATO:0001448","","","","","","","","","","",""
"Anderson_2007.xml_18f46a13-1551-4152-bc5b-577786745790.xml","u18f46a13-1551-4152-bc5b-577786745790","u76113e75-eaaf-44ed-8b0f-b3d7bd415670","absent","tabular-postorbital","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_18f46a13-1551-4152-bc5b-577786745790.xml","u18f46a13-1551-4152-bc5b-577786745790","u9e0115be-4fbb-4fe7-a125-5a3f5946c964","present","tabular-postorbital","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson_2007.xml_19676942-88ed-4e55-98a1-d64129c79c54.xml","u19676942-88ed-4e55-98a1-d64129c79c54","u25745a2a-a07e-47a5-b14e-a14448e7e464","narrow","Angular","","","narrow","decreased width","PATO:0000599","","","","","","","","","","",""
"Anderson_2007.xml_19676942-88ed-4e55-98a1-d64129c79c54.xml","u19676942-88ed-4e55-98a1-d64129c79c54","u961fab04-56c7-45ab-961e-a86097724f3f","deep","Angular","","","deep","increased depth","PATO:0001596","","","","","","","","","","",""
"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","u196cca6a-9ddf-4a46-9fdd-5c9825f52c67","c0ae8065-561c-4c4c-b56a-3a056b5ae2a0","absent","frontal","tetrapod frontal bone","UBERON:0000209","absent","absent","PATO:0000462","","","","","","","","orbital margin","anatomical margin","BSPO:0000006",""
"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","u196cca6a-9ddf-4a46-9fdd-5c9825f52c67","c0ae8065-561c-4c4c-b56a-3a056b5ae2a0","absent","orbital margin","anatomical margin","BSPO:0000006","absent","absent","PATO:0000462","","","","","","","","orbital margin","jugal bone,anatomical margin","UBERON:0001683,BSPO:0000006",""
"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","u196cca6a-9ddf-4a46-9fdd-5c9825f52c67","cd8665ff-fa13-4c8f-8ac9-8eb6cb38814d","present","frontal","tetrapod frontal bone","UBERON:0000209","present","present","PATO:0000467","","","","","","","","orbital margin","anatomical margin","BSPO:0000006",""
"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","u196cca6a-9ddf-4a46-9fdd-5c9825f52c67","cd8665ff-fa13-4c8f-8ac9-8eb6cb38814d","present","orbital margin","anatomical margin","BSPO:0000006","present","present","PATO:0000467","","","","","","","","orbital margin","jugal bone,anatomical margin","UBERON:0001683,BSPO:0000006",""
"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","u1a56adb2-3869-41ea-9417-ce9a510f5d23","u661cfb80-0d2d-4405-9126-13b616e6534c","above","articulation","articulation","UBERON:0004905","above","","","","","","","tooth row","tooth row","UBERON:0009678","","","",""
"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","u1a56adb2-3869-41ea-9417-ce9a510f5d23","u661cfb80-0d2d-4405-9126-13b616e6534c","above","tooth row","tooth row","UBERON:0009678","above","","","","","","","","","","","","",""
"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","u1a56adb2-3869-41ea-9417-ce9a510f5d23","u94965e53-5fab-4547-bde6-11b47e3921e9","below","articulation","articulation","UBERON:0004905","below","","","","","","","tooth row","tooth row","UBERON:0009678","","","",""
"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","u1a56adb2-3869-41ea-9417-ce9a510f5d23","u94965e53-5fab-4547-bde6-11b47e3921e9","below","tooth row","tooth row","UBERON:0009678","below","","","","","","","","","","","","",""
"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","u1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","u0f17d625-dc40-4fd0-8451-d9c9bfe3d4d9","6 vertebrae","vertebra","vertebra","UBERON:0002412","6","count","PATO:0000070","","","","","","","","","","","6"
"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","u1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","b786cf40-c5cd-4829-9783-a85e94a18e72","3 vertebrae","vertebra","vertebra","UBERON:0002412","3","count","PATO:0000070","","","","","","","","","","","3"
"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","u1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","ead3e852-724e-4dc7-9cf7-93ea690a83b5","4 vertebrae","vertebra","vertebra","UBERON:0002412","4","count","PATO:0000070","","","","","","","","","","","4"
"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","u1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","f173a46c-a6de-4d44-a36d-c23ffa235623","5 vertebrae","vertebra","vertebra","UBERON:0002412","5","count","PATO:0000070","","","","","","","","","","","5"
"Anderson_2007.xml_1c586b0e-77c8-4a8e-b941-00bdaf19bfa8.xml","u1c586b0e-77c8-4a8e-b941-00bdaf19bfa8","u0114def0-4b60-4ef6-9561-ce5f5a96b22e","longer than palatine","maxilla","maxilla","UBERON:0002397","longer","increased length","PATO:0000573","","","","","palatine","palatine bone","UBERON:0001682","","","",""
"Anderson_2007.xml_1c586b0e-77c8-4a8e-b941-00bdaf19bfa8.xml","u1c586b0e-77c8-4a8e-b941-00bdaf19bfa8","d972eb3f-e0a5-4096-8bfd-1ccec90e791e","shorter than palatine","maxilla","maxilla","UBERON:0002397","shorter","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","palatine","palatine bone","UBERON:0001682","","","",""
"Anderson_2007.xml_1d8673a6-d48a-4772-bfc8-8e1c01b1b46f.xml","u1d8673a6-d48a-4772-bfc8-8e1c01b1b46f","afefda13-3305-40ec-8bb3-f65c0eeea2bc","present","infolding","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson_2007.xml_1d8673a6-d48a-4772-bfc8-8e1c01b1b46f.xml","u1d8673a6-d48a-4772-bfc8-8e1c01b1b46f","e83dec9a-7357-467f-bea1-b8d2ce20c88e","absent","infolding","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_1e4bba46-67e3-422f-a3f2-68d32dd45b1f.xml","u1e4bba46-67e3-422f-a3f2-68d32dd45b1f","u1f6db674-29ab-407b-923e-53939f2dce64","absent","coronoid tooth","coronoid tooth","UBERON:0011603","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_1e4bba46-67e3-422f-a3f2-68d32dd45b1f.xml","u1e4bba46-67e3-422f-a3f2-68d32dd45b1f","u60492f67-2b96-4570-b002-e0bd1f5625b7","present","coronoid tooth","coronoid tooth","UBERON:0011603","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson_2007.xml_1e597c0e-997e-4759-b384-8d8312d411b0.xml","u1e597c0e-997e-4759-b384-8d8312d411b0","u28fef8d4-c630-43b8-b0a7-86257b8036f9","unossifed","pleurosphenoid","","","unossifed","","","","","","","","","","","","",""
"Anderson_2007.xml_1e597c0e-997e-4759-b384-8d8312d411b0.xml","u1e597c0e-997e-4759-b384-8d8312d411b0","u3b723827-0e01-48fa-b3ac-5d7d82896e9c","ossified","pleurosphenoid","","","ossified","ossified","PATO:0001448","","","","","","","","","","",""
"Anderson_2007.xml_1e7691fe-0f26-4bfa-b83a-c368556a47a3.xml","u1e7691fe-0f26-4bfa-b83a-c368556a47a3","u21e9e10a-8fa3-4d89-adf9-6103a0401d4b","absent","lacrimal","lacrimal bone","UBERON:0001680","absent","absent","PATO:0000462","","","","","orbital margin","anatomical margin","BSPO:0000006","","","",""
"Anderson_2007.xml_1e7691fe-0f26-4bfa-b83a-c368556a47a3.xml","u1e7691fe-0f26-4bfa-b83a-c368556a47a3","u21e9e10a-8fa3-4d89-adf9-6103a0401d4b","absent","orbital margin","anatomical margin","BSPO:0000006","absent","absent","PATO:0000462","","","","","","","","","jugal bone","UBERON:0001683",""
"Anderson_2007.xml_1e7691fe-0f26-4bfa-b83a-c368556a47a3.xml","u1e7691fe-0f26-4bfa-b83a-c368556a47a3","u6cef9db4-b528-4a22-926b-ecb9a3b402e5","present","lacrimal","lacrimal bone","UBERON:0001680","present","present","PATO:0000467","","","","","orbital margin","anatomical margin","BSPO:0000006","","","",""
"Anderson_2007.xml_1e7691fe-0f26-4bfa-b83a-c368556a47a3.xml","u1e7691fe-0f26-4bfa-b83a-c368556a47a3","u6cef9db4-b528-4a22-926b-ecb9a3b402e5","present","orbital margin","anatomical margin","BSPO:0000006","present","present","PATO:0000467","","","","","","","","","jugal bone","UBERON:0001683",""
"Anderson_2007.xml_1f9b27c0-db48-47ca-89c3-31463336fca7.xml","u1f9b27c0-db48-47ca-89c3-31463336fca7","u3a2e095b-dc25-403b-9206-53ed0e391ed7","distinct","fossa","bone fossa","UBERON:0004704","distinct","conspicuous","PATO:0000463","","","","","","","","","","",""
"Anderson_2007.xml_1f9b27c0-db48-47ca-89c3-31463336fca7.xml","u1f9b27c0-db48-47ca-89c3-31463336fca7","u46ff3acc-b73b-48e1-b4b6-46a272ff87c4","absent","fossa","bone fossa","UBERON:0004704","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_21a1af97-52d3-4fe0-8f39-e63c89c31b83.xml","u21a1af97-52d3-4fe0-8f39-e63c89c31b83","u427332d1-2f8f-4e7a-810e-bf524e8b4337","absent","costal process","","","absent","absent","PATO:0000462","","","","","rib head","head of rib","UBERON:0002230","","","",""
"Anderson_2007.xml_21a1af97-52d3-4fe0-8f39-e63c89c31b83.xml","u21a1af97-52d3-4fe0-8f39-e63c89c31b83","u427332d1-2f8f-4e7a-810e-bf524e8b4337","absent","rib head","head of rib","UBERON:0002230","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_21a1af97-52d3-4fe0-8f39-e63c89c31b83.xml","u21a1af97-52d3-4fe0-8f39-e63c89c31b83","ff22246e-29d8-4d38-b63f-315c91d65234","present","costal process","","","present","present","PATO:0000467","","","","","rib head","head of rib","UBERON:0002230","","","",""
"Anderson_2007.xml_21a1af97-52d3-4fe0-8f39-e63c89c31b83.xml","u21a1af97-52d3-4fe0-8f39-e63c89c31b83","ff22246e-29d8-4d38-b63f-315c91d65234","present","rib head","head of rib","UBERON:0002230","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson_2007.xml_2341b3fe-0308-4257-afca-3685039c8116.xml","u2341b3fe-0308-4257-afca-3685039c8116","u0fbf7cfa-dbfe-436b-9156-5488d41086ca","fused","postparietal","interparietal bone","UBERON:0002229","fused","fused with","PATO:0000642","","","","","","","","","","",""
"Anderson_2007.xml_2341b3fe-0308-4257-afca-3685039c8116.xml","u2341b3fe-0308-4257-afca-3685039c8116","u2e61e820-6edd-40c2-a19d-c6d825cc12a2","paired","postparietal","interparietal bone","UBERON:0002229","paired","","","","","","","","","","","","",""
"Anderson_2007.xml_2341b3fe-0308-4257-afca-3685039c8116.xml","u2341b3fe-0308-4257-afca-3685039c8116","b40e494b-e1ec-4c7a-b0b1-99a804989a8d","absent","postparietal","interparietal bone","UBERON:0002229","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson_2007.xml_237a6a36-9d67-4192-a67f-e005818db4f2.xml","u237a6a36-9d67-4192-a67f-e005818db4f2","u6376ec86-c5f1-428d-b842-059d5396fb16","paired","trunk arch","trunk","UBERON:0002100","paired","","","","","","","","","","","","",""
"Anderson_2007.xml_237a6a36-9d67-4192-a67f-e005818db4f2.xml","u237a6a36-9d67-4192-a67f-e005818db4f2","u77099a5c-73a5-4c7f-aaa3-2045593a9e34","fused","trunk arch","trunk","UBERON:0002100","fused","fused with","PATO:0000642","","","","","","","","","","",""
"Anderson_2007.xml_24ebe554-2c8d-46d9-8b76-289ee175f34d.xml","u24ebe554-2c8d-46d9-8b76-289ee175f34d","u2c101731-7553-46eb-b6cb-7088b657b1a5","concave","posterior skull margin","anatomical margin","BSPO:0000006","concave","concave","PATO:0001857","","","","","","","","","skull","UBERON:0003129",""
"Anderson_2007.xml_24ebe554-2c8d-46d9-8b76-289ee175f34d.xml","u24ebe554-2c8d-46d9-8b76-289ee175f34d","u3a8b61d2-7efd-4589-813e-140b98ed4914","convex","posterior skull margin","anatomical margin","BSPO:0000006","convex","convex","PATO:0001355","","","","","","","","","skull","UBERON:0003129",""
"Anderson_2007.xml_24ebe554-2c8d-46d9-8b76-289ee175f34d.xml","u24ebe554-2c8d-46d9-8b76-289ee175f34d","u3ad83611-7fb2-4006-9218-e1f96956bdc4","undulating","posterior skull margin","anatomical margin","BSPO:0000006","undulating","undulate","PATO:0000967","","","","","","","","","skull","UBERON:0003129",""
