"source","characterid","stateid","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt"
"Swartz 2012.xml_states262.xml","states262","state264","long sutured to coronoid denticulated or with tooth row","plate","","","long","size","PATO:0000117","","","","","","","","","","",""
"Swartz 2012.xml_states262.xml","states262","state264","long sutured to coronoid denticulated or with tooth row","plate","","","sutured","","","","","","","","","","","","",""
"Swartz 2012.xml_states262.xml","states262","state265","short not sutured to coronid denticulated","plate","","","not short","","","not short","","","","","","","","","",""
"Swartz 2012.xml_states262.xml","states262","state265","short not sutured to coronid denticulated","plate","","","sutured","","","","","","","","","","","","",""
"Swartz 2012.xml_states262.xml","states262","state265","short not sutured to coronid denticulated","plate","","","denticulated","","","","","","","","","","","","",""
"Swartz 2012.xml_states262.xml","states262","state266","carrying tooth whorl","plate","","","carrying","","","","","","","tooth whorl","calcareous tooth","UBERON:0001091","","","",""
"Swartz 2012.xml_states267.xml","states267","state269","Carrying a tooth whorl","plate dentition","dentition","UBERON:0003672","carrying","","","","","","","tooth whorl","calcareous tooth","UBERON:0001091","","","",""
"Swartz 2012.xml_states267.xml","states267","state270","shagreen or irregular tooth field","tooth field","calcareous tooth","UBERON:0001091","irregular","","","","","","","","","","","","",""
"Swartz 2012.xml_states267.xml","states267","state270","shagreen or irregular tooth field","plate dentition","dentition","UBERON:0003672","shagreen","","","","","","","","","","","","",""
"Swartz 2012.xml_states267.xml","states267","state270","shagreen or irregular tooth field","plate dentition","dentition","UBERON:0003672","irregular tooth field","","","","","","","","","","","","",""
"Swartz 2012.xml_states267.xml","states267","state271","organised dentition aligned parallel to jaw margin","dentition","dentition","UBERON:0003672","aligned parallel to","","","","","","","jaw margin","anatomical margin","BSPO:0000006","","","",""
"Swartz 2012.xml_states267.xml","states267","state271","organised dentition aligned parallel to jaw margin","plate dentition","dentition","UBERON:0003672","organised","","","","","","","dentition","dentition","UBERON:0003672","","","",""
"Swartz 2012.xml_states272.xml","states272","state274","absent","fang","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states272.xml","states272","state275","present","fang","","","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states276.xml","states276","state279","sutured plate with denticles or teeth","plate","","","sutured","","","","","","","","","","","","",""
"Swartz 2012.xml_states280.xml","states280","state282","absent","foramen","anatomical conduit","UBERON:0004111","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states280.xml","states280","state283","present","foramen","anatomical conduit","UBERON:0004111","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states284.xml","states284","state286","absent","foramen","anatomical conduit","UBERON:0004111","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states284.xml","states284","state287","present","foramen","anatomical conduit","UBERON:0004111","present","present","PATO:0000467","","","","","","","","","","",""
"Swartz 2012.xml_states288.xml","states288","state290","long","dentary","dentary","UBERON:0004742","long","size","PATO:0000117","","","","","","","","","","",""
"Swartz 2012.xml_states288.xml","states288","state291","short with lip fold","fold","","","lip","","","","","","","","","","","","",""
"Swartz 2012.xml_states288.xml","states288","state291","short with lip fold","dentary","dentary","UBERON:0004742","short","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","fold","","","","","",""
"Swartz 2012.xml_states292.xml","states292","state294","same size as maxillary teeth","dentary tooth","calcareous tooth","UBERON:0001091","same size as","","","","","","","maxillary tooth","calcareous tooth","UBERON:0001091","","dentary","UBERON:0004742",""
"Swartz 2012.xml_states292.xml","states292","state295","larger than maxillary teeth","dentary tooth","calcareous tooth","UBERON:0001091","larger","increased size","PATO:0000586","","","","","maxillary tooth","calcareous tooth","UBERON:0001091","","dentary","UBERON:0004742",""
"Swartz 2012.xml_states292.xml","states292","state296","smaller than maxillary teeth","dentary tooth","calcareous tooth","UBERON:0001091","smaller","decreased size","PATO:0000587","","","","","maxillary tooth","calcareous tooth","UBERON:0001091","","dentary","UBERON:0004742",""
"Swartz 2012.xml_states297.xml","states297","state299","present","accessory tooth row","tooth row","UBERON:0009678","present","present","PATO:0000467","","","","","","","","dentary","dentary","UBERON:0004742",""
"Swartz 2012.xml_states297.xml","states297","state299","present","dentary","dentary","UBERON:0004742","present","present","PATO:0000467","","","","","","","","dentary","dentary","UBERON:0004742",""
"Swartz 2012.xml_states297.xml","states297","state300","absent","accessory tooth row","tooth row","UBERON:0009678","absent","absent","PATO:0000462","","","","","","","","dentary","dentary","UBERON:0004742",""
"Swartz 2012.xml_states297.xml","states297","state300","absent","dentary","dentary","UBERON:0004742","absent","absent","PATO:0000462","","","","","","","","dentary","dentary","UBERON:0004742",""
"Swartz 2012.xml_states305.xml","states305","state307","absent","dentary fang","dentary","UBERON:0004742","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states305.xml","states305","state308","1 pair","pair","","","1","count","PATO:0000070","","","","","","","","","","","1"
"Swartz 2012.xml_states305.xml","states305","state309","1 unpaired no replacement pit","replacement pit","","","1","count","PATO:0000070","","","","","","","","","","","1"
"Swartz 2012.xml_states305.xml","states305","state309","1 unpaired no replacement pit","replacement pit","","","unpaired","","","","","","","","","","","","",""
"Swartz 2012.xml_states305.xml","states305","state309","1 unpaired no replacement pit","replacement pit","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Swartz 2012.xml_states310.xml","states310","state312","smooth continuous line","line","","","smooth","smooth","PATO:0000701","","","","","","","","","","",""
"Swartz 2012.xml_states310.xml","states310","state312","smooth continuous line","line","","","continuous","continuous","PATO:0000689","","","","","","","","","","",""
"Swartz 2012.xml_states310.xml","states310","state313","abruptly tapering or stepped margin","dentary","dentary","UBERON:0004742","tapering abruptly","","","","","","","margin","anatomical margin","BSPO:0000006","","","",""
"Swartz 2012.xml_states310.xml","states310","state313","abruptly tapering or stepped margin","dentary","dentary","UBERON:0004742","stepped margin","","","","","","","margin","anatomical margin","BSPO:0000006","","","",""
"Swartz 2012.xml_states310.xml","states310","state313","abruptly tapering or stepped margin","ventral edge","anatomical margin","BSPO:0000006","tapering abruptly","","","","","","","","","","","","",""
"Swartz 2012.xml_states310.xml","states310","state313","abruptly tapering or stepped margin","ventral edge","anatomical margin","BSPO:0000006","stepped margin","","","","","","","","","","","","",""
"Swartz 2012.xml_states314.xml","states314","state316","not sutured to prearticular","splenial","","","not sutured","","","not sutured","","","","","","","","","",""
"Swartz 2012.xml_states314.xml","states314","state317","sutured to prearticular","splenial","","","sutured","","","","","","","","","","","","",""
"Swartz 2012.xml_states314.xml","states314","state318","postsplenial obstructing splenial prearticular contact","postsplenial","","","obstructing","","","","","","","splenial prearticular contact","prearticular bone","UBERON:0011637","","","",""
"Swartz 2012.xml_states319.xml","states319","state321","no","postsplenial suture","","","absent","absent","PATO:0000462","","","","","","","","postsplenial suture","","",""
"Swartz 2012.xml_states319.xml","states319","state321","no","prearticular","prearticular bone","UBERON:0011637","absent","absent","PATO:0000462","","","","","","","","postsplenial suture","","",""
"Swartz 2012.xml_states319.xml","states319","state322","yes but interrupted by Meckelian foramina or fenestrae","postsplenial suture","","","yes","","","","","","","","","","postsplenial suture","","",""
"Swartz 2012.xml_states319.xml","states319","state322","yes but interrupted by Meckelian foramina or fenestrae","postsplenial suture","","","interrupted","discontinuous","PATO:0000690","","","","","meckelian foramen, fenestra","anatomical conduit,fenestra","UBERON:0004111,UBERON:0004705","postsplenial suture","","",""
"Swartz 2012.xml_states319.xml","states319","state322","yes but interrupted by Meckelian foramina or fenestrae","prearticular","prearticular bone","UBERON:0011637","yes","","","","","","","","","","postsplenial suture","","",""
"Swartz 2012.xml_states319.xml","states319","state322","yes but interrupted by Meckelian foramina or fenestrae","prearticular","prearticular bone","UBERON:0011637","interrupted","discontinuous","PATO:0000690","","","","","meckelian foramen, fenestra","anatomical conduit,fenestra","UBERON:0004111,UBERON:0004705","postsplenial suture","","",""
"Swartz 2012.xml_states319.xml","states319","state323","uninterrupted suture","suture","","","uninterrupted","continuous","PATO:0000689","","","","","","","","postsplenial suture","","",""
"Swartz 2012.xml_states324.xml","states324","state326","no","mesial lamina","anatomical projection","UBERON:0004529","","","","not part of","","","","postsplenial","","","","","",""
"Swartz 2012.xml_states324.xml","states324","state327","yes","mesial lamina","anatomical projection","UBERON:0004529","part of","","","","","","","postsplenial","","","","","",""
"Swartz 2012.xml_states332.xml","states332","state334","much lower than adjacent prearticular","meckelian foramina fenestra","fenestra","UBERON:0004705","much","","","","","","","","","","","anatomical conduit","UBERON:0004111",""
"Swartz 2012.xml_states332.xml","states332","state334","much lower than adjacent prearticular","meckelian foramina fenestra","fenestra","UBERON:0004705","lower","low","PATO:0000471","","","","","adjacent prearticular","prearticular bone","UBERON:0011637","","anatomical conduit","UBERON:0004111",""
"Swartz 2012.xml_states332.xml","states332","state335","equal to or greater than depth of adjacent prearticular","meckelian foramina fenestra","fenestra","UBERON:0004705","or greater than","","","","","","","","","","adjacent prearticular","anatomical conduit,prearticular bone","UBERON:0004111,UBERON:0011637",""
"Swartz 2012.xml_states336.xml","states336","state338","present","meckelian exposure","bone fossa","UBERON:0004704","present","present","PATO:0000467","","","","","","","","fossa","","",""
"Swartz 2012.xml_states336.xml","states336","state338","present","fossa","bone fossa","UBERON:0004704","present","present","PATO:0000467","","","","","","","","fossa","bone fossa","UBERON:0004704",""
"Swartz 2012.xml_states336.xml","states336","state339","absent","meckelian exposure","bone fossa","UBERON:0004704","absent","absent","PATO:0000462","","","","","","","","fossa","","",""
"Swartz 2012.xml_states336.xml","states336","state339","absent","fossa","bone fossa","UBERON:0004704","absent","absent","PATO:0000462","","","","","","","","fossa","bone fossa","UBERON:0004704",""
"Swartz 2012.xml_states340.xml","states340","state342","no","posterior region","posterior region","BSPO:0000072","","","","not longer","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states340.xml","states340","state342","no","anterior region","anterior region","BSPO:0000071","","","","not more","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states340.xml","states340","state343","yes","posterior region","posterior region","BSPO:0000072","longer","increased length","PATO:0000573","","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states340.xml","states340","state343","yes","anterior region","anterior region","BSPO:0000071","more","","","","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states344.xml","states344","state346","no","posterior region","posterior region","BSPO:0000072","","","","not longer","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states344.xml","states344","state346","no","anterior region","anterior region","BSPO:0000071","","","","not more","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states344.xml","states344","state347","yes","posterior region","posterior region","BSPO:0000072","longer","increased length","PATO:0000573","","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states344.xml","states344","state347","yes","anterior region","anterior region","BSPO:0000071","more","","","","","","","","","","coronoid,","coronoid bone","UBERON:0011598",""
"Swartz 2012.xml_states348.xml","states348","state350","yes","coronoid fang","","","larger","increased size","PATO:0000586","","","","","","","","","","",""
"Swartz 2012.xml_states348.xml","states348","state351","no","coronoid fang","","","","","","not larger","","","","","","","","","",""
"Swartz 2012.xml_states352.xml","states352","state354","no","coronoid","coronoid bone","UBERON:0011598","","","","not 1 ","","","","","","","","","",""
"Swartz 2012.xml_states352.xml","states352","state355","yes","coronoid","coronoid bone","UBERON:0011598","1","count","PATO:0000070","","","","","","","","","","","1"
"Swartz 2012.xml_states356.xml","states356","state358","yes","row","","","part of","","","","","","","coronoid","coronoid bone","UBERON:0011598","","","",""
"Swartz 2012.xml_states356.xml","states356","state358","yes","row","","","consist of","","","","","","","tooth","calcareous tooth","UBERON:0001091","","","",""
