"id","source","characterID","stateID","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt","CharDescrip"
26,"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","09d4faa1-b631-4869-b2a0-211f1e5440b2","114d4f95-c821-41ca-a9e1-df82ab38d386","shorter","neural spine","spinous process of vertebra","http://purl.obolibrary.org/obo/UBERON:0001076","shorter","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","","","","","","","","Hemal arche to neural spine length"
27,"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","09d4faa1-b631-4869-b2a0-211f1e5440b2","155f950f-c33a-4a22-9d5c-bd15fb0b1e9d","longer","hemal arche","","","longer","increased length","PATO:0000573","","","","","neural spine","spinous process of vertebra","http://purl.obolibrary.org/obo/UBERON:0001076","","","","","Hemal arche to neural spine length"
28,"Anderson_2007.xml_09d4faa1-b631-4869-b2a0-211f1e5440b2.xml","09d4faa1-b631-4869-b2a0-211f1e5440b2","155f950f-c33a-4a22-9d5c-bd15fb0b1e9d","longer","neural spine","spinous process of vertebra","http://purl.obolibrary.org/obo/UBERON:0001076","longer","increased length","PATO:0000573","","","","","","","","","","","","Hemal arche to neural spine length"
29,"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","0b5dc91c-09d4-40d8-9cd6-77417d5190e5","682757a4-bec3-4454-9d98-b4b6021b117a","overturned","premaxilla","premaxilla","http://purl.obolibrary.org/obo/UBERON:0002244","overturned","","","","","","","","","","","","","","Premaxilla anterior margin"
30,"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","0b5dc91c-09d4-40d8-9cd6-77417d5190e5","682757a4-bec3-4454-9d98-b4b6021b117a","overturned","anterior margin","anterior margin","BSPO:0000671","overturned","","","","","","","","","","","","","","Premaxilla anterior margin"
31,"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","0b5dc91c-09d4-40d8-9cd6-77417d5190e5","89bdbca6-051f-4fd6-bb9d-562ca4d28b1e","vertical","premaxilla","premaxilla","http://purl.obolibrary.org/obo/UBERON:0002244","vertical","vertical","PATO:0001854","","","","","","","","","","","","Premaxilla anterior margin"
32,"Anderson_2007.xml_0b5dc91c-09d4-40d8-9cd6-77417d5190e5.xml","0b5dc91c-09d4-40d8-9cd6-77417d5190e5","89bdbca6-051f-4fd6-bb9d-562ca4d28b1e","vertical","anterior margin","anterior margin","BSPO:0000671","vertical","vertical","PATO:0001854","","","","","","","","","","","","Premaxilla anterior margin"
33,"Anderson_2007.xml_0cff06a7-10a7-4afe-a50e-c337d53a52f0.xml","0cff06a7-10a7-4afe-a50e-c337d53a52f0","5064ec1a-b8b1-48ae-ad5b-8b393ceb5ea7","absent","retroarticular process","retroarticular process","http://purl.obolibrary.org/obo/UBERON:3000543","absent","absent","PATO:0000462","","","","","","","","","","","","Retroarticular process"
34,"Anderson_2007.xml_0cff06a7-10a7-4afe-a50e-c337d53a52f0.xml","0cff06a7-10a7-4afe-a50e-c337d53a52f0","7e7a563b-c19c-4d25-af3d-667f4a6a8fe4","present","retroarticular process","retroarticular process","http://purl.obolibrary.org/obo/UBERON:3000543","present","present","PATO:0000467","","","","","","","","","","","","Retroarticular process"
35,"Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf.xml","0e9dee21-8782-41c9-9291-34c6bbbe45cf","50c33fb6-783f-48d5-ad09-80f06b2083c2","narrow (closed )","interpterygoid vacuity","","","narrow","decreased width","PATO:0000599","","","","","","","","","","","","Interpterygoid vacuities"
36,"Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf.xml","0e9dee21-8782-41c9-9291-34c6bbbe45cf","618b647e-1c9e-4836-8af8-a2269cba61d1","fused at midline","interpterygoid vacuity","","","fused","fused with","PATO:0000642","","","","","midline","axis","http://purl.obolibrary.org/obo/UBERON:2000092","","","","","Interpterygoid vacuities"
37,"Anderson_2007.xml_0e9dee21-8782-41c9-9291-34c6bbbe45cf.xml","0e9dee21-8782-41c9-9291-34c6bbbe45cf","c96ec8f3-3e35-4661-8ca7-b58c321fb17c","wide","interpterygoid vacuity","","","wide","size","PATO:0000117","","","","","","","","","","","","Interpterygoid vacuities"
38,"Anderson_2007.xml_0f58148c-6a62-4c9d-b934-2c58a639b41e.xml","0f58148c-6a62-4c9d-b934-2c58a639b41e","4408098b-6655-47df-97ab-5a5d42f282d1","rectangular","neural spine","spinous process of vertebra","http://purl.obolibrary.org/obo/UBERON:0001076","rectangular","rectangular","PATO:0001867","","","","","","","","","","","","Neural spine shape lateral"
39,"Anderson_2007.xml_0f58148c-6a62-4c9d-b934-2c58a639b41e.xml","0f58148c-6a62-4c9d-b934-2c58a639b41e","f5a1e98b-8603-41a2-82b5-6a525413e3f5","triangular","neural spine","spinous process of vertebra","http://purl.obolibrary.org/obo/UBERON:0001076","triangular","triangular","PATO:0001875","","","","","","","","","","","","Neural spine shape lateral"
40,"Anderson_2007.xml_0f5981c3-c932-41b3-bcf7-0d8475d31993.xml","0f5981c3-c932-41b3-bcf7-0d8475d31993","8b9ee730-79f0-4b50-a4ad-21a887fd2334","present","spinal nerve foramen","anatomical conduit;cranial conduit","http://purl.obolibrary.org/obo/UBERON:0004111;http://purl.obolibrary.org/obo/UBERON:0005744","present","present","PATO:0000467","","","","","","","","","spinal nerve","http://purl.obolibrary.org/obo/UBERON:0001780","","Spinal nerve foramina"
41,"Anderson_2007.xml_0f5981c3-c932-41b3-bcf7-0d8475d31993.xml","0f5981c3-c932-41b3-bcf7-0d8475d31993","d265ba58-be25-4fec-8518-5dca03218370","absent","spinal nerve foramen","anatomical conduit;cranial conduit","http://purl.obolibrary.org/obo/UBERON:0004111;http://purl.obolibrary.org/obo/UBERON:0005744","absent","absent","PATO:0000462","","","","","","","","","spinal nerve","http://purl.obolibrary.org/obo/UBERON:0001780","","Spinal nerve foramina"
42,"Anderson_2007.xml_107d2595-f2a8-4a51-be6e-5af2407253d1.xml","107d2595-f2a8-4a51-be6e-5af2407253d1","052d4ad4-bab2-403b-8157-e52be3f26e8f","intermediate","deltopectoral crest","process","VAO:0000180","intermediate","","","","","","","","","","","","","","Deltopectoral crest"
43,"Anderson_2007.xml_107d2595-f2a8-4a51-be6e-5af2407253d1.xml","107d2595-f2a8-4a51-be6e-5af2407253d1","2dca3117-204d-4a3b-9b06-7e3300245f38","weak","deltopectoral crest","process","VAO:0000180","weak","decreased strength","PATO:0001779","","","","","","","","","","","","Deltopectoral crest"
44,"Anderson_2007.xml_107d2595-f2a8-4a51-be6e-5af2407253d1.xml","107d2595-f2a8-4a51-be6e-5af2407253d1","94c41411-152d-42d6-9771-ec33d09ed22f","prominent","deltopectoral crest","process","VAO:0000180","prominent","prominent","PATO:0001482","","","","","","","","","","","","Deltopectoral crest"
45,"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","13158ca7-dc7e-4a92-9c4b-6f86ea888c70","057c0112-91fc-4de0-bd37-80cf820b8d09","4","digit","digit","http://purl.obolibrary.org/obo/UBERON:0002544","4","count","PATO:0000070","","","","","","","","","","","4","Number of digits, manus"
46,"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","13158ca7-dc7e-4a92-9c4b-6f86ea888c70","057c0112-91fc-4de0-bd37-80cf820b8d09","4","manus","manus","http://purl.obolibrary.org/obo/UBERON:0002398","4","count","PATO:0000070","","","","","","","","","","","4","Number of digits, manus"
47,"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","13158ca7-dc7e-4a92-9c4b-6f86ea888c70","6f339673-4c39-4210-8840-7440f4123483","3","digit","digit","http://purl.obolibrary.org/obo/UBERON:0002544","3","count","PATO:0000070","","","","","","","","","","","3","Number of digits, manus"
48,"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","13158ca7-dc7e-4a92-9c4b-6f86ea888c70","6f339673-4c39-4210-8840-7440f4123483","3","manus","manus","http://purl.obolibrary.org/obo/UBERON:0002398","3","count","PATO:0000070","","","","","","","","","","","3","Number of digits, manus"
49,"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","13158ca7-dc7e-4a92-9c4b-6f86ea888c70","9875bf42-7fd4-483e-a12a-2a18809f162d","5 or more","digit","digit","http://purl.obolibrary.org/obo/UBERON:0002544","5 or more","count","PATO:0000070","","","","","","","","","","","5 or more","Number of digits, manus"
50,"Anderson_2007.xml_13158ca7-dc7e-4a92-9c4b-6f86ea888c70.xml","13158ca7-dc7e-4a92-9c4b-6f86ea888c70","9875bf42-7fd4-483e-a12a-2a18809f162d","5 or more","manus","manus","http://purl.obolibrary.org/obo/UBERON:0002398","5 or more","count","PATO:0000070","","","","","","","","","","","5 or more","Number of digits, manus"
51,"Anderson_2007.xml_157f914b-6141-495e-90a3-bdd0487ab04a.xml","157f914b-6141-495e-90a3-bdd0487ab04a","68112c5e-4aa3-41a9-9fae-f509070d2a10","unossified","sphenethmoid","sphenethmoid","http://purl.obolibrary.org/obo/UBERON:3000572","unossified","","","","","","","","","","","","","","Sphenethmoid"
52,"Anderson_2007.xml_157f914b-6141-495e-90a3-bdd0487ab04a.xml","157f914b-6141-495e-90a3-bdd0487ab04a","dea2d4b1-e828-40f5-a219-9f969ae7fa0f","ossified","sphenethmoid","sphenethmoid","http://purl.obolibrary.org/obo/UBERON:3000572","ossified","ossified","PATO:0001448","","","","","","","","","","","","Sphenethmoid"
53,"Anderson_2007.xml_18f46a13-1551-4152-bc5b-577786745790.xml","18f46a13-1551-4152-bc5b-577786745790","76113e75-eaaf-44ed-8b0f-b3d7bd415670","absent","tabular-postorbital","","","absent","absent","PATO:0000462","","","","","","","","","","","","Tabular-postorbital"
54,"Anderson_2007.xml_18f46a13-1551-4152-bc5b-577786745790.xml","18f46a13-1551-4152-bc5b-577786745790","9e0115be-4fbb-4fe7-a125-5a3f5946c964","present","tabular-postorbital","","","present","present","PATO:0000467","","","","","","","","","","","","Tabular-postorbital"
55,"Anderson_2007.xml_19676942-88ed-4e55-98a1-d64129c79c54.xml","19676942-88ed-4e55-98a1-d64129c79c54","25745a2a-a07e-47a5-b14e-a14448e7e464","narrow","Angular","","","narrow","decreased width","PATO:0000599","","","","","","","","","","","","Angular"
56,"Anderson_2007.xml_19676942-88ed-4e55-98a1-d64129c79c54.xml","19676942-88ed-4e55-98a1-d64129c79c54","961fab04-56c7-45ab-961e-a86097724f3f","deep","Angular","","","deep","increased depth","PATO:0001596","","","","","","","","","","","","Angular"
57,"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","196cca6a-9ddf-4a46-9fdd-5c9825f52c67","c0ae8065-561c-4c4c-b56a-3a056b5ae2a0","absent","frontal","tetrapod frontal bone","http://purl.obolibrary.org/obo/UBERON:0000209","absent","absent","PATO:0000462","","","","","","","","orbital margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","","Frontal in orbital margin"
58,"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","196cca6a-9ddf-4a46-9fdd-5c9825f52c67","c0ae8065-561c-4c4c-b56a-3a056b5ae2a0","absent","orbital margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","absent","absent","PATO:0000462","","","","","","","","orbital margin","zygomatic bone,marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0001683,http://purl.obolibrary.org/obo/UBERON:0004879","","Frontal in orbital margin"
59,"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","196cca6a-9ddf-4a46-9fdd-5c9825f52c67","cd8665ff-fa13-4c8f-8ac9-8eb6cb38814d","present","frontal","tetrapod frontal bone","http://purl.obolibrary.org/obo/UBERON:0000209","present","present","PATO:0000467","","","","","","","","orbital margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","","Frontal in orbital margin"
60,"Anderson_2007.xml_196cca6a-9ddf-4a46-9fdd-5c9825f52c67.xml","196cca6a-9ddf-4a46-9fdd-5c9825f52c67","cd8665ff-fa13-4c8f-8ac9-8eb6cb38814d","present","orbital margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","present","present","PATO:0000467","","","","","","","","orbital margin","zygomatic bone,marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0001683,http://purl.obolibrary.org/obo/UBERON:0004879","","Frontal in orbital margin"
61,"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","1a56adb2-3869-41ea-9417-ce9a510f5d23","661cfb80-0d2d-4405-9126-13b616e6534c","above","articulation","articulation","http://purl.obolibrary.org/obo/UBERON:0004905","above","","","","","","","tooth row","tooth row","http://purl.obolibrary.org/obo/UBERON:0009678","","","","","Articulation to tooth row"
62,"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","1a56adb2-3869-41ea-9417-ce9a510f5d23","661cfb80-0d2d-4405-9126-13b616e6534c","above","tooth row","tooth row","http://purl.obolibrary.org/obo/UBERON:0009678","above","","","","","","","","","","","","","","Articulation to tooth row"
63,"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","1a56adb2-3869-41ea-9417-ce9a510f5d23","94965e53-5fab-4547-bde6-11b47e3921e9","below","articulation","articulation","http://purl.obolibrary.org/obo/UBERON:0004905","below","","","","","","","tooth row","tooth row","http://purl.obolibrary.org/obo/UBERON:0009678","","","","","Articulation to tooth row"
64,"Anderson_2007.xml_1a56adb2-3869-41ea-9417-ce9a510f5d23.xml","1a56adb2-3869-41ea-9417-ce9a510f5d23","94965e53-5fab-4547-bde6-11b47e3921e9","below","tooth row","tooth row","http://purl.obolibrary.org/obo/UBERON:0009678","below","","","","","","","","","","","","","","Articulation to tooth row"
65,"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","0f17d625-dc40-4fd0-8451-d9c9bfe3d4d9","6 vertebrae","vertebra","vertebra","http://purl.obolibrary.org/obo/UBERON:0002412","6","count","PATO:0000070","","","","","","","","","","","6","Puboischiadic plate spans"
66,"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","b786cf40-c5cd-4829-9783-a85e94a18e72","3 vertebrae","vertebra","vertebra","http://purl.obolibrary.org/obo/UBERON:0002412","3","count","PATO:0000070","","","","","","","","","","","3","Puboischiadic plate spans"
67,"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","ead3e852-724e-4dc7-9cf7-93ea690a83b5","4 vertebrae","vertebra","vertebra","http://purl.obolibrary.org/obo/UBERON:0002412","4","count","PATO:0000070","","","","","","","","","","","4","Puboischiadic plate spans"
68,"Anderson_2007.xml_1be2b27e-16c6-4751-a7ec-125e2b5d2ea4.xml","1be2b27e-16c6-4751-a7ec-125e2b5d2ea4","f173a46c-a6de-4d44-a36d-c23ffa235623","5 vertebrae","vertebra","vertebra","http://purl.obolibrary.org/obo/UBERON:0002412","5","count","PATO:0000070","","","","","","","","","","","5","Puboischiadic plate spans"
69,"Anderson_2007.xml_1c586b0e-77c8-4a8e-b941-00bdaf19bfa8.xml","1c586b0e-77c8-4a8e-b941-00bdaf19bfa8","0114def0-4b60-4ef6-9561-ce5f5a96b22e","longer than palatine","maxilla","maxilla","http://purl.obolibrary.org/obo/UBERON:0002397","longer","increased length","PATO:0000573","","","","","palatine","palatine","http://purl.obolibrary.org/obo/UBERON:2002158","","","","","Maxilla"
70,"Anderson_2007.xml_1c586b0e-77c8-4a8e-b941-00bdaf19bfa8.xml","1c586b0e-77c8-4a8e-b941-00bdaf19bfa8","d972eb3f-e0a5-4096-8bfd-1ccec90e791e","shorter than palatine","maxilla","maxilla","http://purl.obolibrary.org/obo/UBERON:0002397","shorter","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","palatine","palatine","http://purl.obolibrary.org/obo/UBERON:2002158","","","","","Maxilla"
71,"Anderson_2007.xml_1d8673a6-d48a-4772-bfc8-8e1c01b1b46f.xml","1d8673a6-d48a-4772-bfc8-8e1c01b1b46f","afefda13-3305-40ec-8bb3-f65c0eeea2bc","present","labyrinthine","","","present","present","PATO:0000467","","","","","","","","","","","","Labyrinthine infolding"
72,"Anderson_2007.xml_1d8673a6-d48a-4772-bfc8-8e1c01b1b46f.xml","1d8673a6-d48a-4772-bfc8-8e1c01b1b46f","e83dec9a-7357-467f-bea1-b8d2ce20c88e","absent","labyrinthine","","","absent","absent","PATO:0000462","","","","","","","","","","","","Labyrinthine infolding"
73,"Anderson_2007.xml_1e4bba46-67e3-422f-a3f2-68d32dd45b1f.xml","1e4bba46-67e3-422f-a3f2-68d32dd45b1f","1f6db674-29ab-407b-923e-53939f2dce64","absent","coronoid tooth","coronoid tooth","http://purl.obolibrary.org/obo/UBERON:0011603","absent","absent","PATO:0000462","","","","","","","","","","","","Coronoid teeth"
74,"Anderson_2007.xml_1e4bba46-67e3-422f-a3f2-68d32dd45b1f.xml","1e4bba46-67e3-422f-a3f2-68d32dd45b1f","60492f67-2b96-4570-b002-e0bd1f5625b7","present","coronoid tooth","coronoid tooth","http://purl.obolibrary.org/obo/UBERON:0011603","present","present","PATO:0000467","","","","","","","","","","","","Coronoid teeth"
75,"Anderson_2007.xml_1e597c0e-997e-4759-b384-8d8312d411b0.xml","1e597c0e-997e-4759-b384-8d8312d411b0","28fef8d4-c630-43b8-b0a7-86257b8036f9","unossifed","pleurosphenoid","","","unossifed","","","","","","","","","","","","","","Pleurosphenoid"
76,"Anderson_2007.xml_1e597c0e-997e-4759-b384-8d8312d411b0.xml","1e597c0e-997e-4759-b384-8d8312d411b0","3b723827-0e01-48fa-b3ac-5d7d82896e9c","ossified","pleurosphenoid","","","ossified","ossified","PATO:0001448","","","","","","","","","","","","Pleurosphenoid"
77,"Anderson_2007.xml_1e7691fe-0f26-4bfa-b83a-c368556a47a3.xml","1e7691fe-0f26-4bfa-b83a-c368556a47a3","21e9e10a-8fa3-4d89-adf9-6103a0401d4b","absent","lacrimal","lacrimal","http://purl.obolibrary.org/obo/UBERON:3010146","absent","absent","PATO:0000462","","","","","orbital margin","marginal zone of embryo","http://purl.obolibrary.org/obo/UBERON:0004879","","","","","Lacrimal forms orbital margin"
