"source","characterid","stateid","description","entity","entitylabel","entityid","quality","qualitylabel","qualityid","qualitynegated","qualitynegatedlabel","qnparentlabel","qnparentid","qualitymodifier","qualitymodifierlabel","qualitymodifierid","entitylocator","entitylocatorlabel","entitylocatorid","countt"
"Anderson 2007.xml_states1097.xml","states1097","state1099","absent","gill osteoderm","gill","UBERON:0002535","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states1097.xml","states1097","state1100","present, noninterdigitating","gill osteoderm","gill","UBERON:0002535","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states1097.xml","states1097","state1100","present, noninterdigitating","gill osteoderm","gill","UBERON:0002535","noninterdigitating","","","","","","","","","","","","",""
"Anderson 2007.xml_states1097.xml","states1097","state1101","interdigitating rakers","raker","","","interdigitating","","","","","","","","","","","","",""
"Anderson 2007.xml_states260.xml","states260","state262","present","intertemporal","intertemporal bone","UBERON:0011630","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states260.xml","states260","state263","absent","intertemporal","intertemporal bone","UBERON:0011630","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states264.xml","states264","state266","present","Supratemporal","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states264.xml","states264","state267","absent","Supratemporal","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states268.xml","states268","state270","absent","supratemporal exposure","surface of occiput;arthropod occiput","UBERON:0006054;UBERON:0003155","absent","absent","PATO:0000462","","","","","","","","occiput","","",""
"Anderson 2007.xml_states268.xml","states268","state270","absent","occiput","surface of occiput;arthropod occiput","UBERON:0006054;UBERON:0003155","absent","absent","PATO:0000462","","","","","","","","occiput","surface of occiput;arthropod occiput","UBERON:0006054;UBERON:0003155",""
"Anderson 2007.xml_states268.xml","states268","state271","present","supratemporal exposure","surface of occiput;arthropod occiput","UBERON:0006054;UBERON:0003155","present","present","PATO:0000467","","","","","","","","occiput","","",""
"Anderson 2007.xml_states268.xml","states268","state271","present","occiput","surface of occiput;arthropod occiput","UBERON:0006054;UBERON:0003155","present","present","PATO:0000467","","","","","","","","occiput","surface of occiput;arthropod occiput","UBERON:0006054;UBERON:0003155",""
"Anderson 2007.xml_states272.xml","states272","state274","absent","tabular-postorbital","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states272.xml","states272","state275","present","tabular-postorbital","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states276.xml","states276","state278","absent","unknown","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states276.xml","states276","state279","present","unknown","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states280.xml","states280","state282","absent","squamosal-tabular","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states280.xml","states280","state283","present","squamosal-tabular","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states280.xml","states280","state284","fused","squamosal-tabular","","","fused","fused with","PATO:0000642","","","","","","","","","","",""
"Anderson 2007.xml_states285.xml","states285","state287","weakly overlapping","articulation","articulation","UBERON:0004905","overlapping weakly","","","","","","","","","","","","",""
"Anderson 2007.xml_states285.xml","states285","state288","sutural","articulation","articulation","UBERON:0004905","sutural","","","","","","","","","","","","",""
"Anderson 2007.xml_states289.xml","states289","state291","mobile","articulation","articulation","UBERON:0004905","mobile","mobile","PATO:0000299","","","","","","","","","","",""
"Anderson 2007.xml_states289.xml","states289","state292","sutural","articulation","articulation","UBERON:0004905","sutural","","","","","","","","","","","","",""
"Anderson 2007.xml_states293.xml","states293","state295","present","lacrimal","lacrimal","UBERON:3010146","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states293.xml","states293","state296","absent","lacrimal","lacrimal","UBERON:3010146","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states297.xml","states297","state299","present","lacrimal","lacrimal","UBERON:3010146","present","present","PATO:0000467","","","","","narial margin","anatomical margin","BSPO:0000006","","","",""
"Anderson 2007.xml_states297.xml","states297","state299","present","narial margin","anatomical margin","BSPO:0000006","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states297.xml","states297","state300","absent","lacrimal","lacrimal","UBERON:3010146","absent","absent","PATO:0000462","","","","","narial margin","anatomical margin","BSPO:0000006","","","",""
"Anderson 2007.xml_states297.xml","states297","state300","absent","narial margin","anatomical margin","BSPO:0000006","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states301.xml","states301","state303","absent","lacrimal","lacrimal","UBERON:3010146","absent","absent","PATO:0000462","","","","","orbital margin","anatomical margin","BSPO:0000006","","","",""
"Anderson 2007.xml_states301.xml","states301","state303","absent","orbital margin","anatomical margin","BSPO:0000006","absent","absent","PATO:0000462","","","","","","","","","zygomatic bone","UBERON:0001683",""
"Anderson 2007.xml_states301.xml","states301","state304","present","lacrimal","lacrimal","UBERON:3010146","present","present","PATO:0000467","","","","","orbital margin","anatomical margin","BSPO:0000006","","","",""
"Anderson 2007.xml_states301.xml","states301","state304","present","orbital margin","anatomical margin","BSPO:0000006","present","present","PATO:0000467","","","","","","","","","zygomatic bone","UBERON:0001683",""
"Anderson 2007.xml_states305.xml","states305","state307","only ventral","lacrimal","lacrimal","UBERON:3010146","ventral only","","","","","","","","","","","","",""
"Anderson 2007.xml_states305.xml","states305","state307","only ventral","orbital process","","","ventral only","","","","","","","","","","","","",""
"Anderson 2007.xml_states305.xml","states305","state308","dorsal and ventral","lacrimal","lacrimal","UBERON:3010146","dorsal","dorsal to","PATO:0001233","","","","","","","","","","",""
"Anderson 2007.xml_states305.xml","states305","state308","dorsal and ventral","lacrimal","lacrimal","UBERON:3010146","ventral","","","","","","","","","","","","",""
"Anderson 2007.xml_states305.xml","states305","state308","dorsal and ventral","orbital process","","","dorsal","dorsal to","PATO:0001233","","","","","","","","","","",""
"Anderson 2007.xml_states305.xml","states305","state308","dorsal and ventral","orbital process","","","ventral","","","","","","","","","","","","",""
"Anderson 2007.xml_states305.xml","states305","state309","neither present","neither","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states310.xml","states310","state312","present","quadratojugal","quadratojugal bone","UBERON:0011267","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states310.xml","states310","state313","absent","quadratojugal","quadratojugal bone","UBERON:0011267","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states314.xml","states314","state316","articulate","quadratojugal-jugal","","","articulate","","","","","","","","","","","","",""
"Anderson 2007.xml_states314.xml","states314","state317","no contact","quadratojugal-jugal","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states318.xml","states318","state320","articulate","quadratojugal-maxilla","","","articulate","","","","","","","","","","","","",""
"Anderson 2007.xml_states318.xml","states318","state321","no contact","quadratojugal-maxilla","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states322.xml","states322","state324","paired","frontal","tetrapod frontal bone","UBERON:0000209","paired","","","","","","","","","","","","",""
"Anderson 2007.xml_states322.xml","states322","state325","fused","frontal","tetrapod frontal bone","UBERON:0000209","fused","fused with","PATO:0000642","","","","","","","","","","",""
"Anderson 2007.xml_states326.xml","states326","state328","present","frontal","tetrapod frontal bone","UBERON:0000209","present","present","PATO:0000467","","","","","","","","orbital margin","anatomical margin","BSPO:0000006",""
"Anderson 2007.xml_states326.xml","states326","state328","present","orbital margin","anatomical margin","BSPO:0000006","present","present","PATO:0000467","","","","","","","","orbital margin","zygomatic bone,anatomical margin","UBERON:0001683,BSPO:0000006",""
"Anderson 2007.xml_states326.xml","states326","state329","absent","frontal","tetrapod frontal bone","UBERON:0000209","absent","absent","PATO:0000462","","","","","","","","orbital margin","anatomical margin","BSPO:0000006",""
"Anderson 2007.xml_states326.xml","states326","state329","absent","orbital margin","anatomical margin","BSPO:0000006","absent","absent","PATO:0000462","","","","","","","","orbital margin","zygomatic bone,anatomical margin","UBERON:0001683,BSPO:0000006",""
"Anderson 2007.xml_states330.xml","states330","state332","present","nasal","nasal bone","UBERON:0001681","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states330.xml","states330","state333","absent","nasal","nasal bone","UBERON:0001681","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states334.xml","states334","state336","absent","alary process","premaxilla","UBERON:0002244","absent","absent","PATO:0000462","","","","","","","","premaxilla","","",""
"Anderson 2007.xml_states334.xml","states334","state336","absent","premaxilla","premaxilla","UBERON:0002244","absent","absent","PATO:0000462","","","","","","","","premaxilla","premaxilla","UBERON:0002244",""
"Anderson 2007.xml_states334.xml","states334","state337","present","alary process","premaxilla","UBERON:0002244","present","present","PATO:0000467","","","","","","","","premaxilla","","",""
"Anderson 2007.xml_states334.xml","states334","state337","present","premaxilla","premaxilla","UBERON:0002244","present","present","PATO:0000467","","","","","","","","premaxilla","premaxilla","UBERON:0002244",""
"Anderson 2007.xml_states338.xml","states338","state340","ossified","septomaxilla","septomaxilla bone","UBERON:0011167","ossified","ossified","PATO:0001448","","","","","","","","","","",""
"Anderson 2007.xml_states338.xml","states338","state341","unossified","septomaxilla ossification","ossification","GO:0001503","unossified","","","","","","","","","","","septomaxilla bone","UBERON:0011167",""
"Anderson 2007.xml_states342.xml","states342","state344","distant from","prefrontal","prefrontal bone","UBERON:0010750","distant","","","","","","","external naris","external naris","UBERON:3000983","","","",""
"Anderson 2007.xml_states342.xml","states342","state344","distant from","external naris","external naris","UBERON:3000983","distant","","","","","","","","","","","","",""
"Anderson 2007.xml_states342.xml","states342","state345","near","prefrontal","prefrontal bone","UBERON:0010750","near","","","","","","","external naris","external naris","UBERON:3000983","","","",""
"Anderson 2007.xml_states342.xml","states342","state345","near","external naris","external naris","UBERON:3000983","near","","","","","","","","","","","","",""
"Anderson 2007.xml_states342.xml","states342","state346","contacts","prefrontal","prefrontal bone","UBERON:0010750","contacts","","","","","","","external naris","external naris","UBERON:3000983","","","",""
"Anderson 2007.xml_states342.xml","states342","state346","contacts","external naris","external naris","UBERON:3000983","contacts","","","","","","","","","","","","",""
"Anderson 2007.xml_states347.xml","states347","state349","visible","external naris","external naris","UBERON:3000983","visible","","","","","","","","","","dorsal view","","",""
"Anderson 2007.xml_states347.xml","states347","state349","visible","dorsal view","","","visible","","","","","","","","","","dorsal view","","",""
"Anderson 2007.xml_states347.xml","states347","state350","not exposed","external naris","external naris","UBERON:3000983","not exposed","","","not exposed","","","","","","","dorsal view","","",""
"Anderson 2007.xml_states347.xml","states347","state350","not exposed","dorsal view","","","not exposed","","","not exposed","","","","","","","dorsal view","","",""
"Anderson 2007.xml_states351.xml","states351","state353","broad","dorsal exposure","premaxilla","UBERON:0002244","broad","broad","PATO:0002359","","","","","","","","premaxilla","","",""
"Anderson 2007.xml_states351.xml","states351","state353","broad","premaxilla","premaxilla","UBERON:0002244","broad","broad","PATO:0002359","","","","","","","","premaxilla","premaxilla","UBERON:0002244",""
"Anderson 2007.xml_states351.xml","states351","state354","narrow","dorsal exposure","premaxilla","UBERON:0002244","narrow","decreased width","PATO:0000599","","","","","","","","premaxilla","","",""
"Anderson 2007.xml_states351.xml","states351","state354","narrow","premaxilla","premaxilla","UBERON:0002244","narrow","decreased width","PATO:0000599","","","","","","","","premaxilla","premaxilla","UBERON:0002244",""
"Anderson 2007.xml_states351.xml","states351","state355","none","dorsal exposure","premaxilla","UBERON:0002244","0","count","PATO:0000070","","","","","","","","premaxilla","","","0"
"Anderson 2007.xml_states351.xml","states351","state355","none","premaxilla","premaxilla","UBERON:0002244","0","count","PATO:0000070","","","","","","","","premaxilla","premaxilla","UBERON:0002244","0"
"Anderson 2007.xml_states356.xml","states356","state358","triangular","skull","skull","UBERON:0003129","triangular","triangular","PATO:0001875","","","","","","","","","","",""
"Anderson 2007.xml_states356.xml","states356","state359","diamond","skull","skull","UBERON:0003129","diamond","","","","","","","","","","","","",""
"Anderson 2007.xml_states360.xml","states360","state362","concave","posterior skull margin","anatomical margin","BSPO:0000006","concave","concave","PATO:0001857","","","","","","","","","skull","UBERON:0003129",""
"Anderson 2007.xml_states360.xml","states360","state363","straight","posterior skull margin","anatomical margin","BSPO:0000006","straight","straight","PATO:0002180","","","","","","","","","skull","UBERON:0003129",""
"Anderson 2007.xml_states360.xml","states360","state364","convex","posterior skull margin","anatomical margin","BSPO:0000006","convex","convex","PATO:0001355","","","","","","","","","skull","UBERON:0003129",""
"Anderson 2007.xml_states360.xml","states360","state365","undulating","posterior skull margin","anatomical margin","BSPO:0000006","undulating","undulate","PATO:0000967","","","","","","","","","skull","UBERON:0003129",""
"Anderson 2007.xml_states366.xml","states366","state368","blunt","snout","snout","UBERON:0006333","blunt","blunt","PATO:0001950","","","","","","","","","","",""
"Anderson 2007.xml_states366.xml","states366","state369","pointed","snout","snout","UBERON:0006333","pointed","pointed","PATO:0002258","","","","","","","","","","",""
"Anderson 2007.xml_states370.xml","states370","state372","short","snout","snout","UBERON:0006333","short","decreased length;decreased height","PATO:0000574;PATO:0000569","","","","","","","","","","",""
"Anderson 2007.xml_states370.xml","states370","state373","long","snout","snout","UBERON:0006333","long","size","PATO:0000117","","","","","","","","","","",""
"Anderson 2007.xml_states374.xml","states374","state376","absent","quadrate-internal flange","squamous part of temporal bone","UBERON:0001695","absent","absent","PATO:0000462","","","","","","","","squamosal","","",""
"Anderson 2007.xml_states374.xml","states374","state376","absent","squamosal","squamous part of temporal bone","UBERON:0001695","absent","absent","PATO:0000462","","","","","","","","squamosal","squamous part of temporal bone","UBERON:0001695",""
"Anderson 2007.xml_states374.xml","states374","state377","present","quadrate-internal flange","squamous part of temporal bone","UBERON:0001695","present","present","PATO:0000467","","","","","","","","squamosal","","",""
"Anderson 2007.xml_states374.xml","states374","state377","present","squamosal","squamous part of temporal bone","UBERON:0001695","present","present","PATO:0000467","","","","","","","","squamosal","squamous part of temporal bone","UBERON:0001695",""
"Anderson 2007.xml_states378.xml","states378","state380","present","otic notch","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states378.xml","states378","state381","absent","otic notch","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states382.xml","states382","state384","absent","orbital rim","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states382.xml","states382","state385","present","orbital rim","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states386.xml","states386","state388","present","postorbital","postorbital bone","UBERON:0011169","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states386.xml","states386","state389","absent","postorbital","postorbital bone","UBERON:0011169","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states390.xml","states390","state392","absent","interfingered process","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states390.xml","states390","state393","present","interfingered process","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states394.xml","states394","state396","present","postorbital","postorbital bone","UBERON:0011169","present","present","PATO:0000467","","","","","","","","orbital margin","","",""
"Anderson 2007.xml_states394.xml","states394","state396","present","orbital margin","anatomical margin","BSPO:0000006","present","present","PATO:0000467","","","","","","","","orbital margin","zygomatic bone,anatomical margin","UBERON:0001683,BSPO:0000006",""
"Anderson 2007.xml_states394.xml","states394","state397","absent","postorbital","postorbital bone","UBERON:0011169","absent","absent","PATO:0000462","","","","","","","","orbital margin","","",""
"Anderson 2007.xml_states394.xml","states394","state397","absent","orbital margin","anatomical margin","BSPO:0000006","absent","absent","PATO:0000462","","","","","","","","orbital margin","zygomatic bone,anatomical margin","UBERON:0001683,BSPO:0000006",""
"Anderson 2007.xml_states398.xml","states398","state400","present","parietal-postorbital","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states398.xml","states398","state401","absent","parietal-postorbital","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states402.xml","states402","state404","absent","parietal-squamosal","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states402.xml","states402","state405","present","parietal-squamosal","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states406.xml","states406","state408","absent","parietal-tabular","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states406.xml","states406","state409","present","parietal-tabular","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states410.xml","states410","state412","paired","postparietal","interparietal bone","UBERON:0002229","paired","","","","","","","","","","","","",""
"Anderson 2007.xml_states410.xml","states410","state413","fused","postparietal","interparietal bone","UBERON:0002229","fused","fused with","PATO:0000642","","","","","","","","","","",""
"Anderson 2007.xml_states410.xml","states410","state414","absent","postparietal","interparietal bone","UBERON:0002229","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states415.xml","states415","state417","present","parietal forament","tetrapod parietal bone","UBERON:0000210","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states415.xml","states415","state418","absent","parietal forament","tetrapod parietal bone","UBERON:0000210","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states419.xml","states419","state421","moderate","postparietal","interparietal bone","UBERON:0002229","moderate","moderate","PATO:0000395","","","","","","","","","","",""
"Anderson 2007.xml_states419.xml","states419","state422","large","postparietal","interparietal bone","UBERON:0002229","large","increased size","PATO:0000586","","","","","","","","","","",""
"Anderson 2007.xml_states423.xml","states423","state425","absent","postparietal-squamosal","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states423.xml","states423","state426","present","postparietal-squamosal","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states427.xml","states427","state429","present","squamosal-jugal","","","present","present","PATO:0000467","","","","","","","","","","",""
"Anderson 2007.xml_states427.xml","states427","state430","absent","squamosal-jugal","","","absent","absent","PATO:0000462","","","","","","","","","","",""
"Anderson 2007.xml_states431.xml","states431","state433","present","tabular","tabular bone;extrascapula","UBERON:0011631;UBERON:2000663","present","present","PATO:0000467","","","","","","","","","","",""
